model	sex	age	dir	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
5xFAD	female	6 mo	ora_up	BP	GO:0002283	neutrophil activation involved in immune response	10/1032	19/19457	1.0059268918734432e-8	1.9098342479044025e-7	1.3416113417931366e-7	Tyrobp/Myo1f/Itgb2/Fcer1g/Spi1/Ptafr/Itgam/Anxa3/Syk/Myd88	10
5xFAD	female	6 mo	ora_up	BP	GO:0045619	regulation of lymphocyte differentiation	34/1032	215/19457	1.0516446763825087e-8	1.9895779495943292e-7	1.3976293207047438e-7	Lilrb4a/H2-Oa/Cd74/Ptprc/Lag3/Ptpn6/Card11/Lilrb4b/Slamf8/Runx1/Nckap1l/H2-Aa/Vsir/Tgfb1/Tgfbr2/Inpp5d/Sash3/Nfam1/Gimap5/Hlx/Lgals9/Il1rl2/Tlr9/Cd44/Axl/Fgl2/H2-DMa/Crtam/Syk/Loxl3/Il4ra/Jak3/Itpkb/Bcl6	34
5xFAD	female	6 mo	ora_up	BP	GO:0002888	positive regulation of myeloid leukocyte mediated immunity	11/1032	24/19457	1.1694194336119625e-8	2.2024727604802353e-7	1.5471826618948708e-7	Tyrobp/Itgb2/Fcer1g/Fcgr3/Fcgr1/Spi1/Ptafr/C3/Itgam/Rigi/Ddx21	11
5xFAD	female	6 mo	ora_up	BP	GO:0032733	positive regulation of interleukin-10 production	14/1032	41/19457	1.1724033185223517e-8	2.2024727604802353e-7	1.5471826618948708e-7	Trem2/Tlr2/Fcer1g/Bcl3/Plcg2/Sash3/Isg15/Lgals9/Cd274/Tlr9/Tlr4/Syk/Cd34/Stat3	14
5xFAD	female	6 mo	ora_up	BP	GO:0002730	regulation of dendritic cell cytokine production	9/1032	15/19457	1.2028812630727842e-8	2.2518273715005896e-7	1.5818530559289872e-7	Tlr2/Bst2/Plcg2/Tlr9/Rigi/Tlr4/Jak3/Kit/Ddx21	9
5xFAD	female	6 mo	ora_up	BP	GO:1901342	regulation of vasculature development	42/1032	304/19457	1.270422396774269e-8	2.3699796210207095e-7	1.6648520901061667e-7	Itgax/Cxcl10/C3ar1/Itgb2/Lgals3/Hpse/Runx1/Grn/Alox5/Hhex/Ctsh/Hk2/Cx3cr1/Itgb3/Tgfbr2/C3/Anxa3/Tnfrsf1a/Hmox1/Chil1/Sp100/C5ar1/Cxcr4/Serpine1/Cnmd/Cela1/Hspb6/Vegfd/Stat1/Pde3b/Nfe2l2/Thbs2/Thbs1/Itga5/Cd34/Stat3/S100a1/Fgf2/Hif1a/Erap1/Sulf1/Flcn	42
5xFAD	female	6 mo	ora_up	BP	GO:0050856	regulation of T cell receptor signaling pathway	15/1032	48/19457	1.4029720545132484e-8	2.6081640207860873e-7	1.8321707422426306e-7	Lilrb4a/Ptpn6/Pvrig/Laptm5/Thy1/Card11/Lilrb4b/Lgals3/Cd300a/Rab29/Elf1/Ptpn22/Cd81/Rps3/Rela	15
5xFAD	female	6 mo	ora_up	BP	GO:0050920	regulation of chemotaxis	35/1032	229/19457	1.577266099858065e-8	2.9220355358616195e-7	2.0526577216510168e-7	Trem2/Cxcl10/C3ar1/Cd74/Ccl12/App/Gpr183/Slamf8/Rac2/Nckap1l/Aif1/Spi1/Csf1r/Tgfb1/Cx3cr1/C5ar2/Cmklr1/Csf1/P2ry12/Gpsm3/C5ar1/Cxcr4/Serpine1/Vegfd/Lyn/Padi2/Lgmn/Thbs1/Il16/Fgf2/Sema4g/Sema4d/Adam17/Coro1b/Mapk3	35
5xFAD	female	6 mo	ora_up	BP	GO:0002483	antigen processing and presentation of endogenous peptide antigen	12/1032	30/19457	1.6547527717357505e-8	3.044517642568113e-7	2.1386983734533683e-7	B2m/H2-Q7/H2-Q6/H2-D1/H2-K1/H2-M3/Tap1/H2-Q4/H2-T23/Tapbp/Hfe/Erap1	12
5xFAD	female	6 mo	ora_up	BP	GO:0019885	antigen processing and presentation of endogenous peptide antigen via MHC class I	12/1032	30/19457	1.6547527717357505e-8	3.044517642568113e-7	2.1386983734533683e-7	B2m/H2-Q7/H2-Q6/H2-D1/H2-K1/H2-M3/Tap1/H2-Q4/H2-T23/Tapbp/Hfe/Erap1	12
5xFAD	female	6 mo	ora_up	BP	GO:0002708	positive regulation of lymphocyte mediated immunity	26/1032	139/19457	1.7100582075578633e-8	3.135497138104384e-7	2.2026092197563973e-7	Trem2/Ptprc/Lag3/Fcer1g/6030468B19Rik/Fcgr3/Fcgr1/Slamf6/Vav1/B2m/H2-Q7/H2-Q6/Tgfb1/C3/H2-D1/Sash3/H2-K1/Gimap5/H2-M3/Rsad2/H2-Q4/Crtam/H2-T23/P2rx7/Cd81/Stat6	26
5xFAD	female	6 mo	ora_up	BP	GO:0071887	leukocyte apoptotic process	25/1032	130/19457	1.7979332361591485e-8	3.2785434011132706e-7	2.3030956829478634e-7	Pdcd1/Fcgr2b/Cd74/Bcl2a1a/Fcer1g/Hcls1/Lgals3/Dock8/Bcl3/Itgam/Siglec1/Cd274/Casp8/Cd44/Axl/Lyn/Ccr5/Gpam/Jak3/Itpkb/P2rx7/Hif1a/Adam17/Rps6/Trp53	25
5xFAD	female	6 mo	ora_up	BP	GO:0043304	regulation of mast cell degranulation	13/1032	36/19457	1.8003208067375826e-8	3.2785434011132706e-7	2.3030956829478634e-7	Fgr/Cd84/Fcer1g/Rac2/Adora3/Fes/Hmox1/Lyn/Cd300a/Syk/Vamp8/Il4ra/Stxbp2	13
5xFAD	female	6 mo	ora_up	BP	GO:0002534	cytokine production involved in inflammatory response	17/1032	63/19457	1.828258343481016e-8	3.306924044255865e-7	2.323032383093055e-7	Clec7a/Lilrb4a/Trem2/Lilrb4b/Alox5/Tlr6/Pld4/Gpsm3/Adcy7/Tlr4/Myd88/Per1/Card9/Stat3/Hif1a/Abcd2/Sirpa	17
5xFAD	female	6 mo	ora_up	BP	GO:0032615	interleukin-12 production	17/1032	63/19457	1.828258343481016e-8	3.306924044255865e-7	2.323032383093055e-7	Tlr2/Laptm5/Irf8/Tlr6/Unc93b1/Plcg2/Cmklr1/Tlr9/Tlr4/Syk/Thbs1/Il16/Jak3/Nfkb1/Rela/G6pdx/Arrb2	17
5xFAD	female	6 mo	ora_up	BP	GO:0043303	mast cell degranulation	16/1032	56/19457	1.9567242075822512e-8	3.515537385032004e-7	2.469578097383039e-7	Fgr/Milr1/Cd84/Fcer1g/Lat2/Rac2/Adora3/Fes/Hmox1/Lyn/Cd300a/Syk/Vamp8/Il4ra/Kit/Stxbp2	16
5xFAD	female	6 mo	ora_up	BP	GO:0046633	alpha-beta T cell proliferation	16/1032	56/19457	1.9567242075822512e-8	3.515537385032004e-7	2.469578097383039e-7	Lilrb4a/Cd244a/Ptprc/Rasal3/Card11/Dock2/Vsir/Tgfbr2/Lgals9/Elf4/Cd274/Tnfrsf14/Cd44/Syk/Ptpn22/Cd81	16
5xFAD	female	6 mo	ora_up	BP	GO:0031343	positive regulation of cell killing	20/1032	87/19457	2.06958089887968e-8	3.705864927291574e-7	2.6032784902999813e-7	Clec7a/Tyrobp/Ptprc/Lag3/Slamf6/Vav1/B2m/H2-Q7/Spi1/H2-Q6/Itgam/H2-D1/H2-K1/Gimap5/H2-M3/H2-Q4/Crtam/H2-T23/Syk/P2rx7	20
5xFAD	female	6 mo	ora_up	BP	GO:0010935	regulation of macrophage cytokine production	14/1032	43/19457	2.3602958286229744e-8	4.198346799484187e-7	2.9492348297499175e-7	Cd74/Tlr2/Laptm5/Tlr7/Casp4/Tgfb1/Plcg2/Axl/Tlr4/Casp1/Myd88/Card9/P2rx7/Mapkapk2	14
5xFAD	female	6 mo	ora_up	BP	GO:0036230	granulocyte activation	14/1032	43/19457	2.3602958286229744e-8	4.198346799484187e-7	2.9492348297499175e-7	Tyrobp/Fcgr4/Myo1f/Itgb2/Fcer1g/Spi1/Grn/Ptafr/Itgam/Anxa3/Cd300a/Syk/Myd88/Il16	14
5xFAD	female	6 mo	ora_up	BP	GO:0072676	lymphocyte migration	22/1032	105/19457	2.5270650943124732e-8	4.480101495016219e-7	3.147160537461996e-7	Ccl3/Ccl6/Ccl4/Cxcl10/Ccl12/Ch25h/Ccl9/App/Gpr183/Aif1/Dock8/Itgb3/Cxcl16/Lgals9/F11r/Tnfrsf14/Crtam/Msn/Padi2/Stk10/Adam17/Gba	22
5xFAD	female	6 mo	ora_up	BP	GO:0050858	negative regulation of antigen receptor-mediated signaling pathway	12/1032	31/19457	2.5697725614587917e-8	4.5407796350001225e-7	3.189785430638271e-7	Lilrb4a/Cd22/Ptpn6/Pvrig/Laptm5/Thy1/Lilrb4b/Lgals3/Lpxn/Cd300a/Elf1/Ptpn22	12
5xFAD	female	6 mo	ora_up	BP	GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	15/1032	50/19457	2.6136855097020134e-8	4.603181650968612e-7	3.233621304073855e-7	Oas3/Slc15a3/Oasl1/Ddx60/Dhx58/Irgm1/Igtp/Lacc1/Rigi/Ifih1/Zc3hav1/Tlr4/Ptpn22/Tnfaip3/Rela	15
5xFAD	female	6 mo	ora_up	BP	GO:2001233	regulation of apoptotic signaling pathway	49/1032	395/19457	2.803980403822828e-8	4.922134781005712e-7	3.457677992358573e-7	Trem2/Psen1/Osm/Cd74/Ptprc/Atf3/Lgals3/Plaur/Ctsh/Cx3cr1/Ctsc/Siglec1/Tgfbr1/Hmox1/Casp8/Cd44/Sp100/Serpine1/Igf1/Bmf/Eya4/Clu/Ltbr/Nfe2l2/Thbs1/Tnfaip3/Jak3/Pmp22/Itga6/Hif1a/Rpl26/Dab2/Nol3/Rack1/Rps3/Rela/Dedd2/Wwox/Prkra/Flcn/Erp29/Traf7/Ppp2r1b/Rps7/Rpl11/Trp53/Arrb2/Serinc3/Mtch2	49
5xFAD	female	6 mo	ora_up	BP	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	24/1032	124/19457	3.0322760727455396e-8	5.30549218741164e-7	3.726977092507676e-7	Cd74/Card11/Trim30a/Trim30d/Tmem106a/Tlr6/Trim5/Trim14/Casp8/Tlr9/Trim25/Trim12c/Zc3hav1/Tlr4/Trim34a/Casp1/Irak4/Myd88/Ltbr/Card9/S100a13/Rela/Ikbkb/Ddx21	24
5xFAD	female	6 mo	ora_up	BP	GO:0050878	regulation of body fluid levels	45/1032	349/19457	3.259569516402629e-8	5.684604296683935e-7	3.993293976378054e-7	Lilrb4a/Serpinf2/F9/Ptpn6/Fcer1g/Plau/Cyba/Plek/Hpse/Adora3/Tec/Cd9/Plaur/Tifab/Fermt3/Itgb3/C3/F11r/Oas2/P2ry12/Pros1/Axl/Cfh/Serpine1/Entpd1/Tlr4/Lyn/Il6ra/Aqp4/Syk/Apoe/Nfe2l2/Thbs1/Pdpn/Cd34/Vamp8/Hps4/Aprt/Serping1/Hif1a/Gba/Anxa5/Akr1b3/Ddr1/Anxa7	45
5xFAD	female	6 mo	ora_up	BP	GO:0032729	positive regulation of interferon-gamma production	19/1032	81/19457	3.280773928856318e-8	5.685010082084678e-7	3.993579030589732e-7	Cd244a/Slc11a1/Cd14/Irf8/App/Havcr2/Slamf6/Tlr7/Runx1/Ticam2/Bcl3/Sash3/Isg15/H2-M3/Tlr9/Crtam/Tlr4/Ptpn22/Scrib	19
5xFAD	female	6 mo	ora_up	BP	GO:0045730	respiratory burst	11/1032	26/19457	3.281038691378718e-8	5.685010082084678e-7	3.993579030589732e-7	Trem2/Slc11a1/Cybb/Cyba/Ncf2/Slamf8/Rac2/Ncf1/Ncf4/Grn/Rps19	11
5xFAD	female	6 mo	ora_up	BP	GO:0002448	mast cell mediated immunity	16/1032	58/19457	3.3983372296955226e-8	5.850385057167147e-7	4.109750861973973e-7	Fgr/Milr1/Cd84/Fcer1g/Lat2/Rac2/Adora3/Fes/Hmox1/Lyn/Cd300a/Syk/Vamp8/Il4ra/Kit/Stxbp2	16
5xFAD	female	6 mo	ora_up	BP	GO:0032757	positive regulation of interleukin-8 production	16/1032	58/19457	3.3983372296955226e-8	5.850385057167147e-7	4.109750861973973e-7	Cd244a/Cd14/Cd74/Tlr2/Tlr1/Tlr7/Tlr9/Chil1/Serpine1/Rigi/Tlr4/Syk/Myd88/Stat3/Afap1l2/Rela	16
5xFAD	female	6 mo	ora_up	BP	GO:0030316	osteoclast differentiation	23/1032	116/19457	3.656979539311822e-8	6.275470658165223e-7	4.408362987166376e-7	Ccl3/Lilrb4a/Trem2/Tyrobp/Dcstamp/Fcer1g/Lilrb4b/Gpr183/Csf1r/Tgfb1/Itgb3/Inpp5d/Mafb/Csf1/Cd300lf/Tcirg1/Cd109/Nfatc1/Trf/Lrrk1/Sbno2/Cd81/Rassf2	23
5xFAD	female	6 mo	ora_up	BP	GO:0097696	receptor signaling pathway via STAT	27/1032	154/19457	3.806515262605461e-8	6.511208535459949e-7	4.5739630177532577e-7	Osm/Ptprc/Cxcl5/Csf2rb/Hcls1/Csf2rb2/Csf1r/Bcl3/Tgfb1/Il10ra/Parp14/Tnfrsf1a/Parp9/Igf1/Lyn/Il6ra/Cd300a/Stat1/Il10rb/Stat2/Stat3/Jak3/Crlf2/Stat6/Csf2ra/Akr1b3/Kit	27
5xFAD	female	6 mo	ora_up	BP	GO:0036037	CD8-positive, alpha-beta T cell activation	12/1032	32/19457	3.91358364387133e-8	6.673034022065956e-7	4.687641421237767e-7	Tnfsf8/Lilrb4a/Cd244a/Lilrb4b/Wdfy4/Runx1/Nckap1l/Vsir/Cd274/Crtam/Ptpn22/Hfe	12
5xFAD	female	6 mo	ora_up	BP	GO:0045639	positive regulation of myeloid cell differentiation	22/1032	108/19457	4.330183797396639e-8	7.359937794051304e-7	5.170174338545761e-7	Ccl3/Trem2/Tyrobp/Dcstamp/Cd74/Hcls1/Rab7b/Runx1/Nckap1l/Ikzf1/Csf1r/Tgfb1/Itgb3/Fes/Itgam/Inpp5d/Isg15/Csf1/Casp8/Stat1/Stat3/Hif1a	22
5xFAD	female	6 mo	ora_up	BP	GO:2001235	positive regulation of apoptotic signaling pathway	27/1032	155/19457	4.380609992284992e-8	7.42208414515628e-7	5.213830613735601e-7	Osm/Ptprc/Atf3/Ctsh/Ctsc/Siglec1/Tgfbr1/Casp8/Bmf/Clu/Ltbr/Thbs1/Jak3/Rpl26/Rack1/Rps3/Dedd2/Wwox/Prkra/Flcn/Traf7/Ppp2r1b/Rps7/Rpl11/Trp53/Serinc3/Mtch2	27
5xFAD	female	6 mo	ora_up	BP	GO:0043367	CD4-positive, alpha-beta T cell differentiation	20/1032	91/19457	4.6509034894525457e-8	7.855185262627422e-7	5.518073441080507e-7	Ly9/Slamf6/Gpr183/Runx1/Nckap1l/Bcl3/Tgfb1/Sash3/Gimap5/Hlx/Ctsl/Rsad2/Il6ra/Loxl3/Stat3/Il4ra/Jak3/Bcl6/Armc5/Stat6	20
5xFAD	female	6 mo	ora_up	BP	GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	15/1032	52/19457	4.708965225098852e-8	7.878687442243517e-7	5.534583141209934e-7	Lilrb4a/Fcgr2b/Ptprc/Ptpn6/Il1rl1/Havcr2/Lilrb4b/Nckap1l/Vsir/Parp3/Loxl3/Hfe/Il4ra/Jak3/Bcl6	15
5xFAD	female	6 mo	ora_up	BP	GO:0006695	cholesterol biosynthetic process	15/1032	52/19457	4.708965225098852e-8	7.878687442243517e-7	5.534583141209934e-7	Fdps/Apoe/Mvd/Fdft1/Nsdhl/Mvk/Lss/Hsd17b7/Dhcr24/Srebf1/Hmgcr/Cyb5r3/Insig1/G6pdx/Srebf2	15
5xFAD	female	6 mo	ora_up	BP	GO:1902653	secondary alcohol biosynthetic process	15/1032	52/19457	4.708965225098852e-8	7.878687442243517e-7	5.534583141209934e-7	Fdps/Apoe/Mvd/Fdft1/Nsdhl/Mvk/Lss/Hsd17b7/Dhcr24/Srebf1/Hmgcr/Cyb5r3/Insig1/G6pdx/Srebf2	15
5xFAD	female	6 mo	ora_up	BP	GO:0006914	autophagy	54/1032	464/19457	4.9351065260065195e-8	8.205764080819535e-7	5.764346393403496e-7	Trem2/Gfap/Psen1/Cd84/Tlr2/Irf8/Ctsd/Trim30a/Trim30d/Wdfy4/Hpse/Hk2/Il10ra/Trim5/Irgm1/Sting1/Trim14/Hmox1/Tspo/Rnf213/Iigp1/Igtp/Tcirg1/Ctsa/Trim12c/Trim34a/Casp1/Bmf/Rubcnl/Clu/Ptpn22/Vamp8/Tnfaip3/Stat3/Lamp2/Pmp22/Tpcn2/Hif1a/Wdr81/Hspb8/Arsb/Srebf1/Gba/Snx18/Capn10/Flcn/Washc1/Sirt2/Lzts1/Trp53/Anxa7/Zfyve26/Gabarap/Mapk3	54
5xFAD	female	6 mo	ora_up	BP	GO:0061919	process utilizing autophagic mechanism	54/1032	464/19457	4.9351065260065195e-8	8.205764080819535e-7	5.764346393403496e-7	Trem2/Gfap/Psen1/Cd84/Tlr2/Irf8/Ctsd/Trim30a/Trim30d/Wdfy4/Hpse/Hk2/Il10ra/Trim5/Irgm1/Sting1/Trim14/Hmox1/Tspo/Rnf213/Iigp1/Igtp/Tcirg1/Ctsa/Trim12c/Trim34a/Casp1/Bmf/Rubcnl/Clu/Ptpn22/Vamp8/Tnfaip3/Stat3/Lamp2/Pmp22/Tpcn2/Hif1a/Wdr81/Hspb8/Arsb/Srebf1/Gba/Snx18/Capn10/Flcn/Washc1/Sirt2/Lzts1/Trp53/Anxa7/Zfyve26/Gabarap/Mapk3	54
5xFAD	female	6 mo	ora_up	BP	GO:1905517	macrophage migration	17/1032	67/19457	4.977004254216673e-8	8.249808290116431e-7	5.79528636151741e-7	Ccl3/Trem2/C3ar1/Ccl12/Slamf8/Lgals3/Cd9/Csf1r/Cx3cr1/Cmklr1/Csf1/P2ry12/C5ar1/B4galt1/Thbs1/Cd81/Mapk3	17
5xFAD	female	6 mo	ora_up	BP	GO:0030593	neutrophil chemotaxis	21/1032	100/19457	5.014470964701705e-8	8.2862585015472e-7	5.82089173387888e-7	Ccl3/Ccl6/Ccl4/Cxcl10/C3ar1/Cd74/Ccl12/Itgb2/Csf3r/Fcer1g/Ccl9/Cxcl5/Fcgr3/Vav1/Lgals3/Rac2/Nckap1l/Itgam/C5ar2/C5ar1/Syk	21
5xFAD	female	6 mo	ora_up	BP	GO:0048661	positive regulation of smooth muscle cell proliferation	22/1032	109/19457	5.1571404820270295e-8	8.495793889468528e-7	5.968085163492332e-7	Serpinf2/C3ar1/Cyba/Aif1/Ptafr/Hpgd/Tgfb1/Itgb3/Tgfbr2/P2ry6/Hmox1/Igf1/Tlr4/Il6ra/Irak4/Myd88/Igfbp5/Thbs1/Fgf2/Hif1a/Hmgcr/Akr1b3	22
5xFAD	female	6 mo	ora_up	BP	GO:0042832	defense response to protozoan	13/1032	39/19457	5.45320799920742e-8	8.955974118943719e-7	6.291350397535716e-7	Slc11a1/Irf8/Cd37/Tlr12/Bcl3/Gbp6/Gbp3/Iigp1/Ccdc88b/Gbp2/Irgm2/Myd88/Il4ra	13
5xFAD	female	6 mo	ora_up	BP	GO:0051651	maintenance of location in cell	33/1032	219/19457	5.7268384073762915e-8	9.376603312872374e-7	6.586832006938834e-7	Cxcl10/Psen1/Ptprc/Ptpn6/Thy1/Hexb/Cyba/Capn3/Hk2/Tgfb1/Itgb3/P2ry6/Hexa/Plcg2/Tspo/Sp100/Srgn/Lyn/Ftl1/Ccr5/Apoe/Dbi/Tmsb4x/Tpcn2/Fgf2/P2rx7/Nol3/Gsn/Insig1/Asph/Gm2a/Spout1/Pfn1	33
5xFAD	female	6 mo	ora_up	BP	GO:0019883	antigen processing and presentation of endogenous antigen	12/1032	33/19457	5.8537711172982334e-8	9.526167344077428e-7	6.691897041147524e-7	B2m/H2-Q7/H2-Q6/H2-D1/H2-K1/H2-M3/Tap1/H2-Q4/H2-T23/Tapbp/Hfe/Erap1	12
5xFAD	female	6 mo	ora_up	BP	GO:1903901	negative regulation of viral life cycle	12/1032	33/19457	5.8537711172982334e-8	9.526167344077428e-7	6.691897041147524e-7	Cd74/Ch25h/Trim30a/Bst2/Trim30d/Trim5/Ifitm3/Trim25/Trim12c/Ly6e/Trim56/Gsn	12
5xFAD	female	6 mo	ora_up	BP	GO:0002377	immunoglobulin production	30/1032	188/19457	6.211976780129172e-8	1.0078461721458056e-6	7.07987018673095e-7	Lilrb4a/Cd22/H2-Ob/H2-Oa/Fcgr2b/Ptprc/6030468B19Rik/Cd37/Card11/Cd86/H2-Ab1/Btk/Ighd/B2m/H2-Aa/H2-DMb1/Tgfb1/Sash3/Tlr9/Tcirg1/Ighm/Fgl2/H2-Eb1/H2-DMa/Parp3/Tnfaip3/Il4ra/Crlf2/Bcl6/Stat6	30
5xFAD	female	6 mo	ora_up	BP	GO:0006959	humoral immune response	33/1032	220/19457	6.401922058854246e-8	1.0355253988853668e-6	7.274309911364675e-7	Trem2/Cxcl10/C4b/Fcgr2b/Ptprc/C1qa/Ccl12/C1qb/Wfdc17/Ptpn6/C1qc/App/Cd37/Cxcl5/Gpr183/Ighd/B2m/Ang/Lgals3/Alox5/Bcl3/C3/Gimap5/A2m/Ighm/Cfh/H2-DMa/Trf/Fau/Serping1/Cd81/Rpl30/Rps19	33
5xFAD	female	6 mo	ora_up	BP	GO:0030100	regulation of endocytosis	34/1032	232/19457	7.25404063633117e-8	1.169823300208346e-6	8.217719465317461e-7	Cd22/Trem2/Siglecf/Cd14/App/Fcgr1/B2m/Lgals3/Nckap1l/Itgb3/C3/Plcg2/Axl/Ighm/Cd63/Serpine1/Cd300a/Syk/Apoe/Clu/Angpt1/Bmp2k/Hfe/Trf/Vamp8/Ehd4/Dab2/Ankrd13a/Scrib/Eef2k/Sirt2/Cd151/Arrb2/Lrp1	34
5xFAD	female	6 mo	ora_up	BP	GO:0032655	regulation of interleukin-12 production	16/1032	61/19457	7.416456734702439e-8	1.1924237044323381e-6	8.376481717430634e-7	Tlr2/Laptm5/Irf8/Tlr6/Unc93b1/Plcg2/Cmklr1/Tlr9/Tlr4/Syk/Thbs1/Il16/Jak3/Nfkb1/Rela/Arrb2	16
5xFAD	female	6 mo	ora_up	BP	GO:0043368	positive T cell selection	13/1032	40/19457	7.688093693496786e-8	1.2323968154186166e-6	8.657282939446586e-7	Ly9/Cd74/Ptprc/Dock2/Slamf6/Tgfb1/Ctsl/H2-DMa/Il6ra/Loxl3/Stat3/Itpkb/Stat6	13
5xFAD	female	6 mo	ora_up	BP	GO:0001912	positive regulation of leukocyte mediated cytotoxicity	18/1032	77/19457	7.956874581393536e-8	1.2678900746661012e-6	8.906614310563629e-7	Tyrobp/Ptprc/Lag3/Slamf6/Vav1/B2m/H2-Q7/Spi1/H2-Q6/Itgam/H2-D1/H2-K1/Gimap5/H2-M3/H2-Q4/Crtam/H2-T23/P2rx7	18
5xFAD	female	6 mo	ora_up	BP	GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	18/1032	77/19457	7.956874581393536e-8	1.2678900746661012e-6	8.906614310563629e-7	H2-Ob/H2-Oa/Ptprc/6030468B19Rik/H2-Ab1/Btk/B2m/H2-Aa/H2-DMb1/Tgfb1/Ighm/Fgl2/H2-Eb1/H2-DMa/Parp3/Crlf2/Bcl6/Stat6	18
5xFAD	female	6 mo	ora_up	BP	GO:0021782	glial cell development	23/1032	121/19457	8.306860771261032e-8	1.3197309367754174e-6	9.270783550122026e-7	Trem2/Gfap/Psen1/Tlr2/C1qa/App/Grn/Csf1r/Tgfb1/Itgam/C5ar1/Nrros/Tlr4/Ldlr/Vim/Clu/Ifngr1/Lgi4/Pmp22/Nr1d1/Med12/Sirt2/Lrp1	23
5xFAD	female	6 mo	ora_up	BP	GO:0002701	negative regulation of production of molecular mediator of immune response	14/1032	47/19457	8.430547559732645e-8	1.3354186874203722e-6	9.380986119876904e-7	Lilrb4a/Cd22/Fcgr2b/Lilrb4b/Bst2/Vsir/Tgfb1/Hmox1/Axl/Parp3/Angpt1/Hfe/Jak3/Bcl6	14
5xFAD	female	6 mo	ora_up	BP	GO:0050921	positive regulation of chemotaxis	26/1032	150/19457	8.600393708754435e-8	1.358304068338385e-6	9.541750262809997e-7	Trem2/Cxcl10/C3ar1/Cd74/App/Rac2/Nckap1l/Aif1/Spi1/Csf1r/Tgfb1/Cx3cr1/Cmklr1/Csf1/P2ry12/Gpsm3/C5ar1/Cxcr4/Serpine1/Vegfd/Lgmn/Thbs1/Il16/Fgf2/Adam17/Mapk3	26
5xFAD	female	6 mo	ora_up	BP	GO:1901617	organic hydroxy compound biosynthetic process	33/1032	223/19457	8.900927923356087e-8	1.4016343559308378e-6	9.846134820480277e-7	Cd244a/Ch25h/Plek/Ip6k3/Ptafr/P2ry6/Plcg2/Fdps/Stard4/Apoe/Mvd/Fdft1/Sqle/Nsdhl/Mvk/Itpkb/Fgf2/Nr1d1/Lss/Nfkb1/Hsd17b7/Dab2/Dhcr24/Srebf1/Gba/Hmgcr/Asah1/Cyb5r3/Akr1b3/Insig1/G6pdx/Erg28/Srebf2	33
5xFAD	female	6 mo	ora_up	BP	GO:0046635	positive regulation of alpha-beta T cell activation	18/1032	78/19457	9.836353765669463e-8	1.5398783058887225e-6	1.0817264390500768e-6	Lilrb4a/Cd244a/Ptprc/Rasal3/Card11/Lilrb4b/H2-Ab1/Runx1/Nckap1l/Tgfbr2/Sash3/Gimap5/Hlx/Syk/Ptpn22/Il4ra/Itpkb/Cd81	18
5xFAD	female	6 mo	ora_up	BP	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	18/1032	78/19457	9.836353765669463e-8	1.5398783058887225e-6	1.0817264390500768e-6	Card11/Runx1/Nckap1l/Vsir/Tgfb1/Tgfbr2/Sash3/Gimap5/Hlx/Lgals9/Cd274/Tnfrsf14/Cd44/Loxl3/Il4ra/Jak3/Bcl6/Cd81	18
5xFAD	female	6 mo	ora_up	BP	GO:0010001	glial cell differentiation	36/1032	258/19457	1.0730310099757422e-7	1.670501491747696e-6	1.1734859976828966e-6	Trem2/Gfap/Psen1/Tlr2/C1qa/App/Grn/Csf1r/Tgfb1/Itgam/Spint1/C5ar1/Nrros/Cxcr4/Tnfrsf1b/Igf1/Tlr4/Ldlr/Vim/Gpr157/Clu/Ifngr1/Stat3/Lgi4/Sox8/Pmp22/Fgf2/Nr1d1/Gba/Pax6/Rela/Med12/Mmp24/Sirt2/Mapk3/Lrp1	36
5xFAD	female	6 mo	ora_up	BP	GO:0043030	regulation of macrophage activation	15/1032	55/19457	1.0764344689072751e-7	1.670501491747696e-6	1.1734859976828966e-6	Cst7/Trem2/Cd84/Il1rl1/Havcr2/Grn/Tlr6/Cebpa/Ctsc/Lgals9/Tlr4/Ldlr/Thbs1/Il4ra/Nr1d1	15
5xFAD	female	6 mo	ora_up	BP	GO:0045058	T cell selection	15/1032	55/19457	1.0764344689072751e-7	1.670501491747696e-6	1.1734859976828966e-6	Ly9/Cd74/Ptprc/Card11/Dock2/Slamf6/Tgfb1/Ctsl/H2-DMa/Il6ra/Syk/Loxl3/Stat3/Itpkb/Stat6	15
5xFAD	female	6 mo	ora_up	BP	GO:0044000	movement in host	22/1032	114/19457	1.1950653413707123e-7	1.849242727658611e-6	1.2990472968413614e-6	Cd74/Ch25h/Naip5/Trim30a/Trim30d/Itgb3/Siglec1/Spint1/Trim5/Ifitm3/Trim14/Ctsl/Axl/Trim25/Trim12c/Trim34a/Ctsb/Vamp8/Tpcn2/Ly6e/Trim56/Gsn	22
5xFAD	female	6 mo	ora_up	BP	GO:0098883	synapse pruning	7/1032	10/19457	1.206587331368952e-7	1.861691231166965e-6	1.3077920627881891e-6	Trem2/C1qa/C1qb/C1qc/Cx3cr1/C3/Itgam	7
