Study	Tissue	ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
MAYO	TCX	BP	GO:1905330	regulation of morphogenesis of an epithelium	26	0.594786634938151	2.1230366601561532	9.157952133213166e-5	6.379767241388437e-4	3.824183999626442e-4	1062	tags=58%, list=16%, signal=48%	HGF/EGF/FGF2/GJA1/SMO/MMRN2/SNAI2/LBX2/STOX1/NOG/BMP7/SOX9/AR/LGR4/AGT
MAYO	TCX	BP	GO:0048589	developmental growth	246	0.32006173380504144	1.767327432070261	9.150576363208665e-5	6.379767241388437e-4	3.824183999626442e-4	1543	tags=35%, list=24%, signal=28%	MSX2/TGFB2/YAP1/ANXA1/FGF2/NOTCH2/LGR6/YBX3/DDR2/FZD7/SFRP2/GLI2/CDKN1A/SMO/CXCR4/EVC/TGFBR3/TGFBR2/SEMA3D/COL3A1/EZR/WWTR1/GLI1/CSF1/ZFP36L1/LAMB2/PDLIM5/LRP4/FN1/COL27A1/KLF2/LPAR3/S1PR1/FOXC1/BMPR1B/PDGFRB/SPP1/SEMA3F/BNC2/LATS2/CPQ/DDR1/PLEC/IGF2/RDH10/MTM1/STAT3/ITGB1/ADRA1A/DRAXIN/NOG/SASH3/HEG1/SOX9/PPARA/AR/IQGAP1/GPAM/ADRB2/WWC1/GAS1/POU3F2/SOX2/APOE/AGT/NINJ1/FZD9/CLIC4/BMPR1A/FES/GLI3/SMAD1/ZMPSTE24/SALL1/CHST11/TP53/DAG1/TBX2/BCL2/CD81/PIK3CA/AKAP13/PTN/MT3/PPP1R13L/STK40
MAYO	TCX	CC	GO:0032432	actin filament bundle	30	0.5660664661657351	2.0905778971288047	9.199019183137888e-5	6.398179602580865e-4	3.8352208062062543e-4	2053	tags=87%, list=32%, signal=60%	BAG3/PDLIM1/FAM107A/PDLIM5/PALLD/PDLIM4/FLNA/MYL12A/LPP/NEBL/FBLIM1/PDLIM3/SORBS1/TRIP6/FERMT2/GAS2L1/CRYAB/ACTA2/MICALL2/ABLIM1/MYH9/TEK/DAAM1/PXN/FHL3/CORO1B
MAYO	TCX	BP	GO:0072577	endothelial cell apoptotic process	25	0.6131171183043442	2.1644115995196347	9.45258033888224e-5	6.565642067588977e-4	3.935601784851903e-4	1078	tags=56%, list=17%, signal=47%	CCL2/ANGPT1/ICAM1/NDNF/ANO6/ANGPTL4/SERPINE1/THBS1/TNFAIP3/TNIP2/GPER1/CDH5/NFE2L2/RGCC
MAYO	TCX	BP	GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	50	0.48566425124361434	2.053679202824726	9.50159414682572e-5	6.590767939953571e-4	3.950662829469642e-4	2039	tags=66%, list=31%, signal=46%	NPNT/MSX2/TGFB2/NOTCH2/TGFBR3/TGFBR2/MSX1/BMP6/INHBB/CRB2/TGFB1/THBS1/SLC2A10/TGFB1I1/RBPMS/BMP7/CDH5/BMPR1A/DAB2/ZNF423/ENG/TWSG1/HFE/ACVRL1/ITGA8/NEO1/ACVR1/INHBA/CDKN2B/SMAD4/NOTCH1/BMP2/TGFBR1
MAYO	TCX	BP	GO:0048144	fibroblast proliferation	40	0.5195331904110978	2.0794500174132042	9.751420917294649e-5	6.75493165566443e-4	4.049066459443463e-4	1766	tags=57%, list=27%, signal=42%	NUPR1/DDR2/CDKN1A/SPHK1/COL3A1/AQP1/EGFR/FN1/MYC/PDGFRB/CAV1/S100A6/NGFR/FOSL2/AGT/PRDX1/ZMPSTE24/TP53/PDGFC/PARP10/CKS1B/PEX2/GPX1
MAYO	TCX	BP	GO:0070302	regulation of stress-activated protein kinase signaling cascade	68	0.4580670768573579	2.0512704196564284	9.782261906080647e-5	6.767163121821018e-4	4.056398290746735e-4	1627	tags=46%, list=25%, signal=35%	TGFB2/HGF/RELL1/FZD7/SFRP2/TPD52L1/TLR4/SPHK1/MECOM/EZR/EGFR/TREM2/FAS/MYC/SASH1/EDA2R/MYD88/FOXO1/LTBR/GADD45G/TLR3/FLT4/SPI1/PRDX1/ZMPSTE24/MDFIC/DUSP1/MFHAS1/EPHB1/MAP3K5/LYN
MAYO	TCX	BP	GO:0001505	regulation of neurotransmitter levels	99	-0.32707354244113496	-1.9336412088307022	1.0071332133004785e-4	6.957758793904921e-4	4.1706458631115656e-4	1519	tags=44%, list=23%, signal=35%	SYNGR3/NRXN1/SYP/NAPA/CALM3/SV2A/DOC2A/LIN7B/STXBP1/SNCA/UNC13A/MEF2C/SYT1/SLC29A1/PCLO/COLQ/SYT12/SYT5/DOC2B/SYN3/NAPB/AGTPBP1/RAB3A/PRKCB/RIMS1/HTR2A/DRD2/DRD4/ERC2/CADPS/SLC4A8/CHRM2/TACR2/CACNB4/SLC1A6/SLC6A5/CNR1/SNAP25/RAB3B/CHRNA6/RPH3A/SLC32A1/GAD1/GAD2
MAYO	TCX	BP	GO:0045604	regulation of epidermal cell differentiation	18	0.6716404065795454	2.182983162996267	1.0208954071165101e-4	7.033900838562478e-4	4.2162872130011426e-4	506	tags=50%, list=8%, signal=46%	MSX2/FGF2/CD109/ALOX15B/ETV4/MAFF/ZFP36L1/ZFP36/FOXC1
MAYO	TCX	BP	GO:0045682	regulation of epidermis development	18	0.6716404065795454	2.182983162996267	1.0208954071165101e-4	7.033900838562478e-4	4.2162872130011426e-4	506	tags=50%, list=8%, signal=46%	MSX2/FGF2/CD109/ALOX15B/ETV4/MAFF/ZFP36L1/ZFP36/FOXC1
MAYO	TCX	BP	GO:1903036	positive regulation of response to wounding	29	0.5694420896557881	2.081977381148862	1.0227015256837863e-4	7.036899371762567e-4	4.218084605014404e-4	1509	tags=66%, list=23%, signal=51%	ANO6/ANXA1/DDR2/CXCR4/EMILIN1/SERPINE1/FLNA/RREB1/THBD/THBS1/ITGB1/EMILIN2/OCLN/NFE2L2/FERMT2/KANK1/XBP1/PLAT/PTN
MAYO	TCX	BP	GO:0001909	leukocyte mediated cytotoxicity	34	0.5621863756654777	2.1608649402793354	1.0257966099002054e-4	7.048746986101412e-4	4.2251863464218986e-4	1788	tags=68%, list=27%, signal=49%	ICAM1/AZGP1/PTPRC/HLA-DRB1/HLA-DRA/MYD88/RAB27A/CTSH/MR1/B2M/TYROBP/HLA-E/EMP2/SPI1/MICA/PRDX1/HLA-B/CTSC/CEBPG/NECTIN2/KIF5B/PLEKHM2/FADD
MAYO	TCX	BP	GO:0002062	chondrocyte differentiation	57	0.46390900759654374	2.0099308061886343	1.0272545399742894e-4	7.049328280331588e-4	4.2255347879888096e-4	1518	tags=51%, list=23%, signal=39%	MSX2/TGFBI/SCIN/SFRP2/SERPINH1/TGFBR2/BMP6/COL3A1/CYTL1/TRPS1/COL27A1/SNAI2/TGFB1/BMPR1B/EFEMP1/SOX5/SOX9/CHSY1/BMPR1A/GLI3/CHST11/ARID5A/TWSG1/ADAMTS7/ACVRL1/SCX/CREB3L2/PTH1R/SOX6
MAYO	TCX	BP	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	31	0.5599682501577006	2.105752052556313	1.0317954204844172e-4	7.071035905669577e-4	4.2385468541577566e-4	2087	tags=81%, list=32%, signal=55%	CCL2/MUC1/KANK2/FAM107A/WEE1/CDKN1A/KLF4/CDK2/GPNMB/CDK2AP2/NACC2/SLFN11/TP53/CHEK2/CTDSPL/BCL2/CTDSP2/ACVR1/INHBA/CDKN2B/RBL2/APC/CTDSP1/PML/CDC73
MAYO	TCX	BP	GO:0097435	supramolecular fiber organization	315	0.30066237479730235	1.6969467615043223	1.04801539323419e-4	7.172617351294797e-4	4.299437185155843e-4	1560	tags=35%, list=24%, signal=28%	GFAP/AEBP1/TGFB2/KRT19/SLC39A12/ADAMTS2/CLU/SCIN/PDLIM1/FMOD/S100A10/DDR2/GAS2L3/SFRP2/FAM107A/MFAP4/SERPINH1/COL1A2/ANXA2/COL3A1/RHOD/CYP1B1/EZR/DSP/ITGB5/EMILIN1/TREM2/COL1A1/CDC42EP4/FLNA/S1PR1/PDE4DIP/FOXC1/ESAM/VIM/PDGFRB/FAT1/LDLR/LIMK2/CGNL1/DIAPH3/P4HA1/RHPN2/RAC2/EPS8/SWAP70/CAPG/GDPD2/PLEC/SDC4/MTM1/VASP/ITGB1/B2M/INPPL1/NEBL/CSRP1/OCLN/CALD1/DPYSL3/SORBS1/TRDN/RHOC/CDH5/EMP2/NEDD9/PKP2/APOE/ASAP3/RGCC/NEDD1/HMCN1/THSD4/MID1IP1/ID1/WASF2/FERMT2/FES/HCLS1/MYO1C/FKBP10/GSN/PLEK/LTBP2/GAS2L1/CST3/CARMIL1/KANK1/CRYAB/DLC1/ARHGEF10L/MICALL2/KANK3/MAPRE1/ADD3/ADAMTS7/MAP7D3/WNT4/PREX1/SCX/RHOBTB3/BCL2/PLEKHG2/PIK3CA/AKAP13/ROCK1/PSTPIP1/TMOD3/COL5A3/TNXB
MAYO	TCX	BP	GO:0030193	regulation of blood coagulation	27	0.5850862895259811	2.1012363926251965	1.0533553247930467e-4	7.186777556810107e-4	4.3079251486369816e-4	1416	tags=74%, list=22%, signal=58%	ANO6/ANXA2/EMILIN1/SERPINE1/THBD/THBS1/CD34/NOS3/PRKG1/TFPI/CAV1/EMILIN2/SERPING1/PLAUR/APOE/NFE2L2/C1QTNF1/PROS1/FAP/PLAT
MAYO	TCX	BP	GO:1900046	regulation of hemostasis	27	0.5850862895259811	2.1012363926251965	1.0533553247930467e-4	7.186777556810107e-4	4.3079251486369816e-4	1416	tags=74%, list=22%, signal=58%	ANO6/ANXA2/EMILIN1/SERPINE1/THBD/THBS1/CD34/NOS3/PRKG1/TFPI/CAV1/EMILIN2/SERPING1/PLAUR/APOE/NFE2L2/C1QTNF1/PROS1/FAP/PLAT
MAYO	TCX	BP	GO:0051897	positive regulation of protein kinase B signaling	40	0.5182143566516247	2.074171338524698	1.0570849513718353e-4	7.186777556810107e-4	4.3079251486369816e-4	1557	tags=57%, list=24%, signal=44%	ANGPT1/CHI3L1/EGF/FGF2/IGFBP5/RAMP3/EGFR/TGFB1/THBS1/STOX1/IGF2/PIK3R5/ITGB1/AXL/FERMT2/F10/HCLS1/C1QTNF1/AKR1C2/FGFR1/ENG/PIK3CA/MFHAS1
MAYO	TCX	BP	GO:0002262	myeloid cell homeostasis	73	0.4377152651890076	1.9976201152084414	1.0562452893240057e-4	7.186777556810107e-4	4.3079251486369816e-4	1680	tags=48%, list=26%, signal=36%	ANXA1/ITPKB/TGFBR3/CSF1/ZFP36L1/MERTK/SLC7A11/KLF2/ZFP36/HMOX1/BCL6/STAT3/B2M/TRAF3IP2/ADGRF5/ETS1/IKZF1/AXL/SPI1/HCLS1/PRDX1/EPAS1/INPP5D/DYRK3/FANCC/KCNQ1/XKR8/CEBPG/GATA2/TMOD3/MFHAS1/PDE4B/SMAD5/LYN/INHBA
MAYO	TCX	BP	GO:0045927	positive regulation of growth	93	0.41115434161673725	1.9813101372809758	1.056845526215177e-4	7.186777556810107e-4	4.3079251486369816e-4	1026	tags=30%, list=16%, signal=26%	S100A9/S100A8/TGFB2/YAP1/FGF2/YBX3/SFRP2/SMO/CXCR4/SPHK1/TGFBR3/TGFBR2/TFCP2L1/EZR/GLI1/CSF1/EGFR/FN1/LPAR3/MMP14/IGF2/ERBB2/MTM1/SASH3/TEAD1/CXCL16/GPAM/POU3F2
MAYO	TCX	BP	GO:0072009	nephron epithelium development	52	0.49139066858499525	2.0999151210991096	1.0654249313300662e-4	7.23389705359422e-4	4.336169694065418e-4	1267	tags=52%, list=19%, signal=42%	NPNT/FOXJ1/HS3ST3B1/YAP1/FGF2/NOTCH2/SMO/PECAM1/EDNRB/AQP1/WWTR1/LAMB2/IRX3/MYC/FOXC1/CD34/KLF15/PODXL/NOG/SOX9/IQGAP1/LGR4/AGT/HEYL/LAMA5/GLI3/SALL1
MAYO	TCX	BP	GO:0048333	mesodermal cell differentiation	13	0.7201228749042421	2.1819526266668023	1.0895767450666177e-4	7.378360728795447e-4	4.422764651895186e-4	1680	tags=92%, list=26%, signal=69%	GJA1/SFRP2/ITGB4/EYA2/KLF4/ITGB1/BMPR1A/FOXF1/SMAD1/ITGA8/TBX6/INHBA
MAYO	TCX	BP	GO:2001057	reactive nitrogen species metabolic process	28	0.5793449334837193	2.1056999455798904	1.0886868931168827e-4	7.378360728795447e-4	4.422764651895186e-4	1175	tags=50%, list=18%, signal=41%	CLU/SPR/TLR4/CYP1B1/KLF4/NQO1/KLF2/TLR2/CD34/NOS3/CAV1/DDAH2/AGT/TSPO
MAYO	TCX	CC	GO:0009925	basal plasma membrane	115	0.381778674806081	1.8978196080776903	1.1223066304474524e-4	7.589986737927236e-4	4.549618307742741e-4	1628	tags=48%, list=25%, signal=37%	CD44/AQP4/ANXA1/MTTP/ITGB4/ANXA2/PDPN/AQP1/AQP9/EZR/DSP/EGFR/SLC1A5/SLC4A11/C5AR1/SLC14A1/SLC4A4/SLC43A3/SLC1A3/ABCC4/CD34/MSN/B4GALT1/LDLR/KCNJ16/PLPP3/ERBIN/ERBB2/MARVELD2/KCNJ10/ADCY8/MLC1/SLCO1C1/HEPH/SLC2A1/WASF2/ORAI1/SLC3A2/MYO1C/ST14/SLC39A8/SLC47A1/AQP5/SLC41A1/DAG1/KCNQ1/SLC6A9/PTH1R/CD81/TRPC4/SLC7A7/SLC40A1/LEPR/SLC4A2/EPB41
MAYO	TCX	CC	GO:0008305	integrin complex	17	0.6702525093155642	2.152487923906987	1.1238026554320722e-4	7.590103987280035e-4	4.549688589789401e-4	1627	tags=82%, list=25%, signal=62%	ITGA10/ITGA5/ITGB4/ITGA6/ITGB5/EMILIN1/ITGA1/ITGB8/ITGB1/ITGB2/ITGAV/ITGA7/ITGA8/LYN
MAYO	TCX	BP	GO:0090263	positive regulation of canonical Wnt signaling pathway	43	0.5029982594022024	2.0665685466760024	1.1260000036675074e-4	7.594951404501072e-4	4.5525942467945557e-4	1570	tags=53%, list=24%, signal=41%	EGF/YAP1/FGF2/LGR6/PLEKHA4/SFRP2/DKK2/EGFR/WLS/COL1A1/TGFB1/TBL1X/CAV1/BAMBI/LGR4/FZD9/GPC5/HHEX/NFKB1/KANK1/EDA/USP47/GPRC5B
MAYO	TCX	CC	GO:0098839	postsynaptic density membrane	35	-0.493005658314485	-2.2252730488042247	1.1395481141765556e-4	7.666186723549489e-4	4.595294388822614e-4	1655	tags=63%, list=25%, signal=47%	ADCY1/NPTN/LRFN2/SLITRK1/LIN7B/SHISA7/SLITRK3/EPHA4/DCC/LRRTM3/ATP2B2/NETO1/CACNG2/CLSTN3/SORCS3/CACNG8/PTPRO/GRIN2B/RGS7BP/GRIN2D/GRIN2A/KCNH1
MAYO	TCX	BP	GO:0006898	receptor-mediated endocytosis	110	0.3972230233719155	1.9578907683805231	0.00011389745507016226	7.666186723549489e-4	4.595294388822614e-4	1128	tags=33%, list=17%, signal=28%	ANGPT1/SIGLEC1/EGF/CLU/MSR1/LYVE1/TGFBR2/ANXA2/NEDD4/FCER1G/ACKR3/EZR/RAMP3/STAB1/SERPINE1/APLN/C3/CALCRL/LDLR/RAB31/LDLRAD3/CAV1/HSPG2/RAMP1/CD14/ITGB1/B2M/ITGB2/APOC1/CXCL16/RIN3/ADRB2/APOE/PLA2R1/ITGAV/MKLN1
MAYO	TCX	BP	GO:0003229	ventricular cardiac muscle tissue development	25	0.6093259913225617	2.1510282524075603	1.1496331119927137e-4	7.723909376778271e-4	4.6298947180417496e-4	2039	tags=84%, list=31%, signal=58%	TGFB2/ADAMTS9/TGFBR3/DSP/IRX3/TGFB1/FOXC1/MYL3/TBX3/DLL4/NOG/HEG1/PKP2/BMPR1A/ZMPSTE24/ENG/PPP1R13L/ID2/SMAD4/NOTCH1/TGFBR1
MAYO	TCX	BP	GO:0030879	mammary gland development	68	0.45405919395564515	2.0333227171100385	1.1784891828836923e-4	7.907431340839206e-4	4.739902141821855e-4	1993	tags=62%, list=31%, signal=43%	MSX2/EGF/FGF2/GLI2/SMO/TGFBR2/MSX1/IRF6/IGFBP5/EPHA2/CSF1/RREB1/APLN/PGR/DDR1/CEBPB/TBX3/CAV1/LRP5/SOX9/AR/ORAI1/LEF1/FOXF1/OAS2/GLI3/HK2/NFKB1/XBP1/TBX2/WNT4/ZNF703/NOTCH4/ARHGAP5/NTN1/GPX1/SOCS2/ID2/ZBTB7B/HIF1A/SCRIB/PML
MAYO	TCX	MF	GO:0008066	glutamate receptor activity	12	-0.708725090472955	-2.270182908926985	1.1816647671400919e-4	7.918388054477927e-4	4.74646985619141e-4	1345	tags=83%, list=21%, signal=66%	GRIA4/GRM8/GRIA3/GRIK2/GRM7/GRIN2B/GRIN2D/GRIN2A/GRIN3B/GRIK1
MAYO	TCX	BP	GO:0002292	T cell differentiation involved in immune response	24	0.5977113647011785	2.0913403512131277	1.2159243341921759e-4	8.111477622294586e-4	4.8622123288867856e-4	1193	tags=58%, list=18%, signal=48%	ANXA1/CLEC4E/IL18R1/FCER1G/IL4R/FGL2/HLA-DRB1/HLA-DRA/BCL3/BCL6/STAT3/IL6R/SPN/LEF1
MAYO	TCX	BP	GO:0048863	stem cell differentiation	95	0.4127200878222169	1.9843344448841735	1.2154990801848088e-4	8.111477622294586e-4	4.8622123288867856e-4	1518	tags=44%, list=23%, signal=34%	MSX2/TGFB2/YAP1/FGF2/TEAD2/SFRP2/SMO/EDNRB/MSX1/SEMA3D/FN1/SLC4A11/SNAI2/PTPRC/ZFP36/ZIC3/FOXC1/SEMA3F/TBX3/RDH10/SOX21/SOX5/STAT3/ITGB1/NOG/BMP7/SOX9/A2M/FZD1/NFE2L2/ZFP36L2/EFNB1/BMPR1A/SOX17/LAMA5/TP53/TBX2/REST/FRZB/BCL2/PTN/SOX6
MAYO	TCX	BP	GO:0060828	regulation of canonical Wnt signaling pathway	112	0.39049907657852606	1.929090311051943	1.2168006563738225e-4	8.111477622294586e-4	4.8622123288867856e-4	1973	tags=53%, list=30%, signal=37%	EGF/YAP1/FGF2/LGR6/PLEKHA4/FZD7/SFRP2/TBX18/WWTR1/GLI1/DKK2/EGFR/WLS/LRP4/COL1A1/SNAI2/SHISA3/TGFB1/TBL1X/LATS2/ZNRF3/CAV1/FOXO1/DRAXIN/NOG/BAMBI/SOX9/FZD1/LGR4/SOX2/APOE/FZD9/MCC/SOX17/GPC5/GLI3/SLC9A3R1/FZD6/HHEX/NFKB1/DAB2/KANK1/EDA/FRZB/USP47/DKK3/ZNF703/GPRC5B/TLE1/SOX7/KREMEN1/G3BP1/LIMD1/RBMS3/APC/CDH2/PTPRU/NOTCH1/STK3
MAYO	TCX	BP	GO:0034504	protein localization to nucleus	123	0.37530758141016757	1.8706020136979116	1.2168006563738225e-4	8.111477622294586e-4	4.8622123288867856e-4	2080	tags=50%, list=32%, signal=34%	ANGPT1/BAG3/YAP1/CDKN1A/SMO/MSX1/WWTR1/GBP2/DTX3L/COL1A1/PARP9/FLNA/TGFB1/ZIC1/PTTG1IP/LIMK2/LATS2/BCL3/SP100/STAT3/GLUL/TXNIP/BMP7/TRAF3IP2/HYAL2/SOX9/NFKBIA/NGFR/AGT/PRKD1/FERMT2/HCLS1/GLI3/DCLK2/MDFIC/HHEX/TP53/APPL2/CARD10/SESN2/TRIM8/RAB23/SUN2/MFHAS1/NUAK2/FYN/GLIS2/ZBTB16/XPO1/BARD1/NXT2/TNPO1/PYGO1/NOTCH1/STK3/TOR1AIP1/NXT1/PML/LMNA/HDGF/IPO8
MAYO	TCX	BP	GO:0002832	negative regulation of response to biotic stimulus	39	0.5292198784396607	2.1044692395306006	1.2209710288349507e-4	8.128721518819458e-4	4.8725487299946217e-4	1377	tags=51%, list=21%, signal=41%	LTF/VSIG4/LILRA2/IRAK3/CR1/FGL2/TNFAIP3/TSPAN6/NMI/SERPING1/SAMHD1/A2M/PARP14/HLA-E/TRIM21/NLRC5/MICA/HLA-B/IFI16/SEC14L1
MAYO	TCX	BP	GO:0006026	aminoglycan catabolic process	16	0.6848283494915067	2.19816734870629	1.2281537558180534e-4	8.165949777997497e-4	4.894864232691806e-4	480	tags=44%, list=7%, signal=41%	CD44/CHI3L2/CHI3L1/FGF2/LYVE1/HPSE2/TGFB1
MAYO	TCX	BP	GO:0031532	actin cytoskeleton reorganization	52	0.4881714527681459	2.0861580833609903	1.2365122381641265e-4	8.210889157175241e-4	4.921801963850673e-4	2270	tags=71%, list=35%, signal=47%	ANXA1/NOTCH2/ANTXR1/INSRR/EZR/PDLIM4/FLNA/SYDE1/S1PR1/ESAM/EPS8/GDPD2/PLEC/NEDD9/HMCN1/MKLN1/FES/HCLS1/GSN/PLEK/CARMIL1/MICALL2/ABI3/PARVA/F11R/RHOA/GAB1/MYH9/SHC1/TEK/FER/ARAP1/RAPGEF3/TJP1/CD2AP/PTK7/ABL1
MAYO	TCX	BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	53	0.4875994638081517	2.0850554678517086	1.2607484882595123e-4	8.361010323302426e-4	5.011788156103026e-4	1531	tags=55%, list=24%, signal=42%	FOXJ1/ANXA1/IL1R1/IL18R1/AZGP1/CR1/TREM2/IL4R/PTPRC/HLA-DRB1/TGFB1/C3/HLA-DRA/TNFAIP3/BCL6/TNFRSF1B/MR1/B2M/SASH3/HLA-E/HLA-B/PLA2G4A/ARID5A/CD40/HFE/CD55/NFKBIZ/CD81/NECTIN2
MAYO	TCX	BP	GO:0048708	astrocyte differentiation	41	0.5079161397062919	2.052728192623809	1.268120331404849e-4	8.388223790078724e-4	5.02810055439009e-4	1048	tags=44%, list=16%, signal=37%	S100A9/S100A8/GFAP/SMO/TLR4/LAMB2/TREM2/ID4/C5AR1/VIM/LDLR/PLPP3/STAT3/NOG/SOX9/NR2E1/POU3F2/PAX6
MAYO	TCX	BP	GO:0051253	negative regulation of RNA metabolic process	475	0.2710815539133622	1.5638449126836504	1.267444549880191e-4	8.388223790078724e-4	5.02810055439009e-4	1852	tags=37%, list=28%, signal=29%	MSX2/AEBP1/SAMD11/FOXJ1/TBX15/MUC1/BAG3/YAP1/NOTCH2/YBX3/ID3/SFRP2/KANK2/GLI2/GLIS3/SMO/EDNRB/TFAP2C/MSX1/BMP6/TBX18/NEDD4/MECOM/TFCP2L1/EZR/WWTR1/MAFF/PRRX1/ZBTB42/KLF4/IRX3/MYC/TRPS1/ZNF366/ID4/PARP9/SNAI2/KLF2/ZFP36/BCL6B/FLNA/RREB1/TGFB1/TFEC/FOXC1/ATOH8/CDK2/TBL1X/CEBPD/MYD88/BCL3/ASCL1/BCL6/CEBPB/NOTCH3/TBX3/CAV1/IGF2/NFATC2/PBXIP1/FOXO1/SP100/TRIM22/DLL4/STAT3/NOG/TXNIP/BMP7/ZIC2/NKX3-1/TRAF3IP2/UHRF1/NFIL3/AJUBA/SOX9/PPARA/PRDM16/IGF2BP2/AR/MAPKAPK2/PARP14/WWC1/NR2E1/IKZF1/FZD1/IRF1/LGR4/PAX6/SOX2/ZBED6/TGIF2/HEYL/NACC2/ID1/HIC1/TGIF1/SPI1/HCLS1/NFATC4/KDM1B/LEF1/ELK3/FOXF1/GLI3/ZMPSTE24/IFI16/SALL1/MDFIC/HHEX/NFKB1/DAB2/SBNO2/CRYAB/ARID5A/ZNF423/GMNN/TP53/CBX2/LIMS1/TBX2/RELA/KLF3/HMBOX1/REST/WNT4/SCX/ZNF217/GATA2/USP47/ZFHX3/DKK3/RASD1/MT3/SOX6/PPP1R13L/SAP30/PRDM5/ZNF703/TBX6/ZBTB33/NOTCH4/TIMELESS/BTG2/YBX1/CIITA/DAP/RXRA/SMAD5/PTBP1/PARP10/TLE1/AASS/GLIS2/ZHX3/IRF7/CIC/TMBIM6/PEX2/TOB1/ZBTB16/SOX7/NOSTRIN/ENO1/ZBTB20/ZNF69/WFS1/CBFB/KAT2B/ZEB1/BARD1/RBM38/VGLL4/THAP1/SHC1/ID2/IKBKE/SMAD4/LIMD1
MAYO	TCX	BP	GO:0055082	cellular chemical homeostasis	248	0.3123125106857963	1.727482594869749	1.2816032100310072e-4	8.466498426112176e-4	5.075020230197973e-4	1718	tags=38%, list=26%, signal=29%	S100A9/S100A8/CP/APLNR/P2RY2/STEAP4/ICAM1/SLC39A12/AQP4/MT1A/MT1H/FGF2/TMPRSS3/TGM2/HVCN1/BMP6/ITPR2/AQP1/MT1X/MT2A/HK3/TREM2/MYC/SLC4A11/RAB20/PTPRC/HLA-DRB1/SLC4A4/FLNA/SLC12A7/ATP1A2/SLC1A3/CCR1/MT1M/CYBRD1/MT1F/MT1G/SYPL2/CA2/HMOX1/HAP1/CAV1/KLF15/ATP6V0E1/LRP5/FOXO1/CDH23/GJB6/ADCY8/RYR3/MT1E/CLIC2/NGFR/HEPH/SLC30A1/SLC9A9/TRDN/ITPR3/GPER1/CDH5/ATP1B2/APOE/AGT/PRKD1/FZD9/KCNE3/CLIC4/LRRC8A/SLC39A8/ATP13A4/SLC9A3R1/HK2/SLC41A1/XBP1/CD40/PIM3/KCNQ1/HFE/PTH1R/BCL2/PIK3CA/MT3/TRPC4/SLC9A2/SLC40A1/STXBP4/SLC4A2/LYN/TCIRG1/ABCC6/CAV2/ANKRD9/TMBIM6/RHCG/SELENON
MAYO	TCX	BP	GO:0045637	regulation of myeloid cell differentiation	81	0.4246732328828109	1.9812235817764101	1.291997812823102e-4	8.524196366607947e-4	5.109605746018032e-4	1997	tags=53%, list=31%, signal=37%	LTF/TNFRSF11B/SCIN/NOTCH2/ITPKB/TLR4/CSF1/ZFP36L1/TREM2/MYC/C1QC/ZFP36/HLA-DRB1/TGFB1/CCR1/LILRB3/CEBPB/STAT3/B2M/NFKBIA/TYROBP/PRKCA/ETS1/NEDD9/TLR3/SPI1/FES/HCLS1/LEF1/INPP5D/GATA2/LYN/FSTL3/INHBA/IRF7/ZBTB16/FADD/ID2/GABPA/HIF1A/RARG/JAG1/GPR137B
MAYO	TCX	BP	GO:0035265	organ growth	77	0.43187979687644706	1.9882716987384843	1.2941803773014807e-4	8.527635271743903e-4	5.111667107428184e-4	1241	tags=42%, list=19%, signal=34%	MSX2/TGFB2/YAP1/FGF2/YBX3/DDR2/SMO/EVC/TGFBR3/TGFBR2/GLI1/PDLIM5/COL27A1/S1PR1/FOXC1/PDGFRB/BNC2/LATS2/IGF2/ADRA1A/NOG/SASH3/HEG1/SOX9/PPARA/AR/WWC1/AGT/BMPR1A/FES/SMAD1/ZMPSTE24
MAYO	TCX	MF	GO:0005044	scavenger receptor activity	20	0.6418234112302723	2.150375583037364	1.3055755036252167e-4	8.591691102702868e-4	5.150063693787462e-4	357	tags=45%, list=5%, signal=43%	CD163/CFI/MSR1/COLEC12/TMPRSS3/SSC5D/ACKR3/SCARA3/STAB1
MAYO	TCX	BP	GO:0007218	neuropeptide signaling pathway	21	-0.592665927854398	-2.2685678312405853	1.3119903136151224e-4	8.622850550302719e-4	5.168741406694525e-4	808	tags=52%, list=12%, signal=46%	GLRA2/SORCS3/OPRM1/GALR1/TENM1/NTSR1/MCHR1/PRLHR/PENK/ADCYAP1/TAC1
MAYO	TCX	BP	GO:0007617	mating behavior	10	-0.746585042699828	-2.2545363035587767	1.3141598432355058e-4	8.626064546455052e-4	5.17066795231846e-4	120	tags=60%, list=2%, signal=59%	NHLH2/CNR1/VIP/TACR1/TAC1/VGF
