model	sex	age	ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
5xFAD	male	12 mo	MF	GO:0060089	molecular transducer activity	158	0.5907420677273656	1.3819292161762813	7.8501347280943e-6	4.283710774173811e-4	3.6099277965312903e-4	493	tags=56%, list=32%, signal=43%	Clec7a/Hcar2/Klrb1b/Or5v1b/Or5v1/Cd200r4/Gpr65/Trem2/Cd22/Treml2/Cd180/Tlr1/Fcgr2b/Cxcr3/Cd48/C3ar1/B430306N03Rik/Milr1/Cnr2/Tlr2/Fcgr4/Cd74/Cd244a/Gpr183/Lag3/Fcrls/Gpr84/Cd300ld/Fcer1g/Csf3r/Ptpn6/Itgb2/Tlr13/Lgals3/Fcgr3/Csf2rb/Tlr7/Cd300c2/Fcgr1/C5ar1/Tlr12/Slamf8/Gpr34/Ptafr/Adora3/H2-Eb1/Trim30a/Cd72/Ctsh/Plaur/Osmr/Trim30d/Cmklr1/Hpgd/Il21r/Cxcr6/Cx3cr1/Adgre1/Tlr6/P2ry6/Csf1r/P2ry13/Trim5/Lpar5/Cd200r1/Cxcr4/Cd44/Tlr9/Tgfbr2/Itgb5/C5ar2/Tnfrsf1a/Vmn2r1/Csf2rb2/P2ry12/Il1rl2/Ccrl2/Il10ra/Nfam1/Cysltr1/Tgfbr1/Axl/Gpr160/Ighm/Trim12c/Gpr157/Trim12a/Tnfrsf1b/Procr
5xFAD	male	12 mo	BP	GO:0010628	positive regulation of gene expression	206	0.5720960893303566	1.3458702408229162	8.96163101535105e-6	4.7961959837926864e-4	4.041804433644158e-4	449	tags=49%, list=29%, signal=40%	Itgax/Ccl4/Clec7a/Ccl3/Mmp12/Ly9/Trem2/Tyrobp/Ifi211/Tlr1/Fgr/Cd14/C3ar1/Serpinf2/Gimap3/Slc11a1/Tent5c/Ifi204/Tlr2/Osm/Cd74/Hpse/Psen1/Cd84/Cd244a/Bcl3/Ifi207/Card11/Ptprc/Slamf6/Rab7b/Oas3/Irf8/Fcer1g/Ticam2/Laptm5/Cd37/Il1b/Ifi206/Iqgap3/Fcgr3/Cd86/Tlr7/Clec5a/Cyba/App/Havcr2/Apobec1/Casp4/Naip5/Cd300c2/Oas1a/C5ar1/Tmem106a/Runx1/Nlrp3/Spi1/Ptafr/Lpl/C3/Vsir/Ctsh/B2m/Il1a/Irf5/Cebpa/Aif1/Tlr6/Csf1r/Unc93b1/Irf7/Ikzf1/Nlrp1b/Tgfb1/Sting1/Oas2/Cd44/Tlr9/Blnk/Gsdmd/Zc3h12a/Pycard/Gpsm3/Lif/Cd274/Cd28/Tnfrsf1a/Csf1/Serpine1/Lgals9/Itgb3/Plcg2/Rsad2/Isg15/Il1rl2/Sash3/Syk/Chil1/Igf1/Nfam1
5xFAD	male	12 mo	BP	GO:1990266	neutrophil migration	35	0.7457475823069148	1.672016535358042	1.0789375270093245e-5	5.665439882390472e-4	4.7743253429528804e-4	322	tags=74%, list=21%, signal=60%	Ccl4/Ccl3/Ccl6/C3ar1/Tlr2/Cd74/Cxcl10/Cxcl5/Myo1f/Fcer1g/Csf3r/Itgb2/Il1b/Lgals3/Fcgr3/Ccl12/C5ar1/Slamf8/Vav1/Nckap1l/Rac2/Il1a/Ccl9/Rhoh/Spp1/Itgam
5xFAD	male	12 mo	BP	GO:0051249	regulation of lymphocyte activation	105	0.6242431396929413	1.4465601048392094	1.1879320082045776e-5	6.010935961515163e-4	5.065478496229281e-4	492	tags=68%, list=32%, signal=49%	Clec7a/Lilrb4a/Gpnmb/Tyrobp/Cd22/Fcgr2b/Slamf7/Fgr/Gimap3/Samsn1/H2-Oa/Runx3/Cd74/Cd244a/Gpr183/Lag3/Card11/Ptprc/H2-Aa/Ptpn6/Lilrb4b/H2-Ob/H2-Ab1/Laptm5/Cd37/Il1b/Cd5/Lgals3/Cd86/Rasal3/Thy1/Havcr2/Slamf8/Tnfaip8l2/Btk/Runx1/Nlrp3/Nckap1l/H2-Eb1/Vsir/Rac2/B2m/Il1a/Inpp5d/Aif1/Rhoh/H2-DMb1/Dock8/Themis2/Tgfb1/Cd44/Tlr9/Hlx/Tnfrsf13b/Zc3h12a/Tgfbr2/Pycard/Cd274/Cd28/Lgals9/Il1rl2/Sash3/Syk/Igf1/Nfam1/Parp3/Axl/Ccdc88b/Ighm/Tnfrsf1b/Fgl2
5xFAD	male	12 mo	BP	GO:0030097	hemopoiesis	169	0.580660275031821	1.358923261135973	1.1740382259018783e-5	6.010935961515163e-4	5.065478496229281e-4	459	tags=54%, list=30%, signal=43%	Ccl3/Bcl2a1d/Lilrb4a/Tnfsf8/Dcstamp/Ly9/Trem2/Tyrobp/Gimap3/Ifi204/H2-Oa/Runx3/Tlr2/Cd74/Psen1/Arl11/Bcl3/Gpr183/Lag3/Ifi207/Slamf9/Card11/Ptprc/Slamf6/Rab7b/C1qc/H2-Aa/Cd8a/Irf8/Fcer1g/Csf3r/Ptpn6/Lilrb4b/H2-Ab1/Laptm5/Il1b/Ifi206/Clec5a/App/Slamf8/Btk/Lox/Dock2/Runx1/Nlrp3/Spi1/Vav1/Hcls1/Nckap1l/Vsir/Hhex/B2m/Il1a/Cebpa/Inpp5d/Rhoh/Csf1r/Itgam/Ikzf1/Tgfb1/Tmem176a/Pld4/Cd44/Tlr9/Hlx/Selplg/Tnfrsf13b/Zc3h12a/Top2a/Tgfbr2/Fes/Lyl1/Lif/Cebpd/Ctsl/Cd28/Csf1/Mafb/Tmem176b/Lgals9/Apobec3/Itgb3/Plcg2/Rsad2/Isg15/Il1rl2/Sash3/Syk/Nfam1/Nrros/Cd109
5xFAD	male	12 mo	BP	GO:0040011	locomotion	221	0.5622235167484562	1.3236944613135497	1.6057045472723743e-5	7.97977813403396e-4	6.724642352110621e-4	462	tags=44%, list=30%, signal=36%	Itgax/Ccl4/Clec7a/Ccl3/Il1rn/Mmp12/Ccl6/Gpnmb/Trem2/Cxcr3/Fgr/Plau/C3ar1/Cnr2/Runx3/Tlr2/Cd74/Hpse/Psen1/Cxcl10/Cxcl5/Gpr183/Slamf9/Ptprc/Myo1f/Fcer1g/Csf3r/Itgb2/Il1b/Lgals3/Ch25h/Fcgr3/Thy1/App/Ccl12/Bst2/C5ar1/Slamf8/Lox/Dock2/Abi3/Lsp1/Spi1/Vav1/Ptafr/Adora3/Nckap1l/Cd9/Vsir/Rac2/Cxcl16/Ctsh/Il1a/Cmklr1/Ccl9/Pik3cg/Ip6k3/Grn/Cxcr6/Cx3cr1/Aif1/Rhoh/P2ry6/Anxa3/Csf1r/Bin2/Spp1/Dock8/Itgam/Fermt3/Cd200r1/Was/Tgfb1/Alox5/Cxcr4/Icam1/Zc3h12a/Tgfbr2/Pycard/Fes/Gpsm3/Hmox1/Cd274/C5ar2/Csf1/Serpine1/Lgals9/Itgb3/Plcg2/P2ry12/Ccrl2/Syk/Igf1/Ifitm3/Cysltr1/Cd63/Tgfbr1
5xFAD	male	12 mo	BP	GO:0030595	leukocyte chemotaxis	55	0.6884252317929296	1.568007184217417	1.7453276514914865e-5	8.364340947501919e-4	7.048717450322173e-4	322	tags=62%, list=21%, signal=51%	Ccl4/Ccl3/Ccl6/Cxcr3/C3ar1/Cnr2/Cd74/Cxcl10/Cxcl5/Gpr183/Slamf9/Fcer1g/Csf3r/Itgb2/Il1b/Lgals3/Ch25h/Fcgr3/App/Ccl12/C5ar1/Slamf8/Spi1/Vav1/Nckap1l/Rac2/Cxcl16/Cmklr1/Ccl9/Cx3cr1/Aif1/Csf1r/Spp1/Itgam
5xFAD	male	12 mo	BP	GO:0098609	cell-cell adhesion	139	0.5887584854014682	1.3739415091408211	1.7453276514914865e-5	8.364340947501919e-4	7.048717450322173e-4	448	tags=53%, list=29%, signal=41%	Itgax/Clec7a/Il1rn/Lilrb4a/Gpnmb/Gimap3/Milr1/H2-Oa/Runx3/Cd74/Psen1/Cd244a/Lag3/Card11/Ptprc/H2-Aa/Ptpn6/Lilrb4b/H2-Ob/Itgb2/H2-Ab1/Laptm5/Cd37/Il1b/Cd5/Lgals3/Plek/Cd86/Rasal3/Thy1/Havcr2/Tnfaip8l2/Runx1/Nlrp3/Spi1/Ptafr/Nckap1l/H2-Eb1/Fblim1/Cd9/Vsir/Rac2/B2m/Il1a/Plaur/Cx3cr1/Aif1/Rhoh/H2-DMb1/Dock8/Itgam/Fermt3/Cd200r1/Tgfb1/Alox5/Cd44/Hlx/Icam1/Selplg/Zc3h12a/Tgfbr2/Pycard/Itgb5/Cd274/Cd28/Lgals9/Itgb3/Cd33/P2ry12/Il1rl2/Sash3/Syk/Igf1
5xFAD	male	12 mo	BP	GO:0080134	regulation of response to stress	219	0.5666872266972094	1.3340207587576831	1.773252302919918e-5	8.364340947501919e-4	7.048717450322173e-4	506	tags=53%, list=33%, signal=41%	Cst7/Clec7a/Ccl3/Klrb1b/Mmp12/Cd200r4/Trem2/Tyrobp/Ifi211/Fcgr2b/Fgr/Plau/Serpinf2/Gimap3/Ifi204/Cnr2/Tlr2/Osm/Cd74/Hpse/Cxcl5/Lag3/Ifi207/Slamf6/Naip2/Myo1f/Ctss/Oas3/Fcer1g/Cd37/Il1b/Ifi206/Fcgr3/Tasl/Cyba/Thy1/App/Havcr2/Naip6/Ifi209/Zbp1/Casp4/Naip5/Fcgr1/Oas1a/Slamf8/Tnfaip8l2/Ncf1/Hk3/Nlrc5/Nlrp3/Spi1/Vav1/Adora3/Lpl/C3/Cd9/Trim30a/Il1a/Plaur/Trim30d/Cebpa/Pik3cg/Grn/Cx3cr1/Tlr6/Ctsc/Itgam/Trim5/Irf7/Cd200r1/Pik3ap1/Was/Nlrp1b/Alox5/Sting1/Cxcr4/Cd44/Tap1/Tlr9/Zc3h12a/Pycard/Gpsm3/Cd28/Tnfrsf1a/A2m/Serpine1/Lgals9/Apobec3/Plcg2/Abcb1b/Isg15/Parp14/Il1rl2/Irgm1/Syk/Igf1/Parp3/Pros1/Cd109/H2-M3/Lacc1/Eya4/Apoe/Casp1/Trim12c/Trim12a/Trim21/Parp9/Tnfrsf1b/Fgl2/Rigi/Igtp/Cgas/Eif2ak2
5xFAD	male	12 mo	BP	GO:0097529	myeloid leukocyte migration	58	0.6778821172082361	1.543412135929928	2.108348725701008e-5	9.618909022337551e-4	8.105955066198183e-4	337	tags=60%, list=22%, signal=49%	Ccl4/Ccl3/Ccl6/Trem2/C3ar1/Tlr2/Cd74/Cxcl10/Cxcl5/Myo1f/Fcer1g/Csf3r/Itgb2/Il1b/Lgals3/Fcgr3/App/Ccl12/C5ar1/Slamf8/Spi1/Vav1/Nckap1l/Cd9/Rac2/Il1a/Cmklr1/Ccl9/Cx3cr1/Aif1/Rhoh/Csf1r/Spp1/Itgam/Cd200r1
5xFAD	male	12 mo	BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	61	0.6676935912306031	1.524009988964293	2.0804239879750923e-5	9.618909022337551e-4	8.105955066198183e-4	448	tags=74%, list=29%, signal=55%	Ccl4/Clec7a/Ccl3/Lilrb4a/Gpnmb/Trem2/Tyrobp/Tlr1/Cd14/Tlr2/Psen1/Cd84/Bcl3/Ptprc/Oas3/Cd300ld/Fcer1g/Ptpn6/Lilrb4b/Fcgr3/Cyba/App/Havcr2/Oas1a/Tmem106a/Ptafr/Lpl/Vsir/Trim30a/Il1a/Cx3cr1/Tlr6/Oas2/Tlr9/Zc3h12a/Pycard/Cd274/C5ar2/Tnfrsf1a/Lgals9/Plcg2/Cd33/Sash3/Syk/Igf1
5xFAD	male	12 mo	BP	GO:0097530	granulocyte migration	41	0.7281697462666588	1.6476661770292884	2.2200477286368384e-5	9.806972744121146e-4	8.264438328158525e-4	322	tags=68%, list=21%, signal=56%	Ccl4/Ccl3/Ccl6/C3ar1/Tlr2/Cd74/Cxcl10/Cxcl5/Myo1f/Fcer1g/Csf3r/Itgb2/Il1b/Lgals3/Fcgr3/Ccl12/C5ar1/Slamf8/Vav1/Nckap1l/Rac2/Il1a/Cmklr1/Ccl9/Rhoh/Csf1r/Spp1/Itgam
5xFAD	male	12 mo	BP	GO:0034097	response to cytokine	187	0.5690356244942928	1.3348259444675419	2.2200477286368384e-5	9.806972744121146e-4	8.264438328158525e-4	447	tags=51%, list=29%, signal=41%	Ccl4/Ccl3/Il1rn/Mmp12/Ccl6/Dcstamp/Trem2/Kynu/Ifi211/Cd14/Serpina3n/Slc11a1/Ifi204/Gm5431/Tlr2/Osm/Cd74/Cxcl10/Cxcl5/Ifi207/Ptprc/Naip2/Rab7b/H2-Aa/Oas3/Irf8/Fcer1g/Csf3r/Ptpn6/Ticam2/H2-Ab1/Capg/Laptm5/Il1b/Gm4951/Ifi206/Ch25h/Csf2rb/App/Naip6/Ccl12/Ifi209/Zbp1/Casp4/Naip5/Bst2/Oas1a/Btk/Lox/Nlrc5/Lsp1/Spi1/Hcls1/H2-Eb1/Ifi213/Cxcl16/F830016B08Rik/Il1a/Osmr/Irf5/Cebpa/Oasl2/Ccl9/Il21r/Cx3cr1/Csf1r/Spp1/Dock8/Ifit3/Irf7/Was/Gbp3/9930111J21Rik1/Sting1/Cxcr4/Oas2/Hk2/Gbp6/Icam1/Zc3h12a/Pycard/Dok1/Cd274/Tnfrsf1a/Csf1/Serpine1/Csf2rb2/Isg15/Iigp1/Parp14/Irgm1/Rab20/Syk/Il10ra/Gbp2
5xFAD	male	12 mo	CC	GO:0034703	cation channel complex	19	-0.6060813980945591	-2.4415504853705636	2.787668460198767e-5	0.0011408943124607601	9.614435494307823e-4	416	tags=95%, list=27%, signal=70%	Kcna2/Scn8a/Kcnq3/Cntnap2/Pkd1/Cacna1g/Abcc8/Kcng1/Grin2d/Kcnab1/Unc80/Scn1a/Kcnc3/Ryr3/Kcna1/Ryr1/Scn4b/Scn5a
5xFAD	male	12 mo	BP	GO:0006959	humoral immune response	35	0.7345538815007467	1.6469195008066635	2.672183417651053e-5	0.0011408943124607601	9.614435494307823e-4	256	tags=63%, list=17%, signal=54%	Wfdc17/Trem2/Fcgr2b/C4b/Gimap3/Cxcl10/Cxcl5/Bcl3/Gpr183/C1qa/Ptprc/C1qc/Ptpn6/C1qb/Cd37/Il1b/Lgals3/App/Ccl12/Ang/C3/B2m
5xFAD	male	12 mo	BP	GO:0032680	regulation of tumor necrosis factor production	60	0.6666617480709709	1.5212981731027124	2.63891957419501e-5	0.0011408943124607601	9.614435494307823e-4	448	tags=73%, list=29%, signal=54%	Ccl4/Clec7a/Ccl3/Lilrb4a/Gpnmb/Trem2/Tyrobp/Tlr1/Cd14/Tlr2/Psen1/Cd84/Bcl3/Ptprc/Oas3/Cd300ld/Fcer1g/Ptpn6/Lilrb4b/Fcgr3/Cyba/App/Havcr2/Oas1a/Tmem106a/Ptafr/Lpl/Vsir/Trim30a/Il1a/Cx3cr1/Tlr6/Oas2/Tlr9/Zc3h12a/Pycard/C5ar2/Tnfrsf1a/Lgals9/Plcg2/Cd33/Sash3/Syk/Igf1
5xFAD	male	12 mo	BP	GO:0002831	regulation of response to biotic stimulus	90	0.6275832170938218	1.4504211651752401	2.7785436783502774e-5	0.0011408943124607601	9.614435494307823e-4	505	tags=72%, list=33%, signal=52%	Clec7a/Klrb1b/Mmp12/Trem2/Tyrobp/Cd180/Ifi211/Fgr/Gimap3/Ifi204/Ly86/Tlr2/Cd74/Cd84/Cxcl5/Lag3/Ifi207/Slamf6/Myo1f/Oas3/Cd37/Il1b/Ifi206/Tasl/Cyba/Havcr2/Ifi209/Zbp1/Oas1a/Slamf8/Ncf1/Nlrc5/Spi1/Vav1/C3/Trim30a/Ddx60/Trim30d/Grn/Trim5/Irf7/Sting1/Tap1/Tlr9/Zc3h12a/Pycard/Cd274/A2m/Lgals9/Apobec3/Plcg2/Isg15/Parp14/Irgm1/Syk/H2-M3/Apoe/Trim12c/Trim12a/Trim21/Parp9/Fgl2/Rigi/Igtp/Cgas
5xFAD	male	12 mo	BP	GO:0030155	regulation of cell adhesion	141	0.5941867192698016	1.3864999017738533	2.7785436783502774e-5	0.0011408943124607601	9.614435494307823e-4	448	tags=54%, list=29%, signal=42%	Il1rn/Mmp12/Lilrb4a/Gpnmb/Cxcr3/Plau/Gimap3/H2-Oa/Runx3/Cd74/Hpse/Cytip/Cd244a/Lag3/Card11/Ptprc/Myo1f/H2-Aa/Ptpn6/Lilrb4b/H2-Ob/Itgb2/H2-Ab1/Laptm5/Cd37/Il1b/Cd5/Lgals3/Cd86/Rasal3/Thy1/Havcr2/Lpxn/Tnfaip8l2/Apbb1ip/Runx1/Nlrp3/Spi1/Vav1/Ptafr/Nckap1l/H2-Eb1/Cd9/Vsir/Rac2/B2m/Il1a/Plaur/Aif1/Rhoh/H2-DMb1/Spp1/Dock8/Fermt3/Tgfb1/Alox5/Cxcr4/Cd44/Hlx/Icam1/Zc3h12a/Tgfbr2/Pycard/Fes/Lif/Cd274/Cd28/Csf1/Serpine1/Lgals9/Itgb3/P2ry12/Il1rl2/Sash3/Syk/Igf1
5xFAD	male	12 mo	BP	GO:0002695	negative regulation of leukocyte activation	51	0.6837015088667575	1.555020873978951	2.8934086399632194e-5	0.001167008151451832	9.834499542087038e-4	402	tags=73%, list=26%, signal=56%	Cst7/Lilrb4a/Gpnmb/Tyrobp/Fcgr2b/Fgr/Gimap3/Milr1/Samsn1/Cnr2/Runx3/Cd74/Cd84/Lag3/H2-Aa/Ptpn6/Lilrb4b/Laptm5/Cd37/Lgals3/Cd86/Havcr2/Tnfaip8l2/Btk/Runx1/Spi1/Nckap1l/Vsir/Inpp5d/Grn/Tgfb1/Cd44/Hlx/Tnfrsf13b/Zc3h12a/Hmox1/Cd274
5xFAD	male	12 mo	BP	GO:0032640	tumor necrosis factor production	62	0.6663985929450951	1.5218560850044591	3.11501758481462e-5	0.00123844199121987	0.001043647996837139	448	tags=73%, list=29%, signal=54%	Ccl4/Clec7a/Ccl3/Lilrb4a/Gpnmb/Trem2/Tyrobp/Tlr1/Cd14/Tlr2/Psen1/Cd84/Bcl3/Slamf9/Ptprc/Oas3/Cd300ld/Fcer1g/Ptpn6/Lilrb4b/Fcgr3/Cyba/App/Havcr2/Oas1a/Tmem106a/Ptafr/Lpl/Vsir/Trim30a/Il1a/Cx3cr1/Tlr6/Oas2/Tlr9/Zc3h12a/Pycard/C5ar2/Tnfrsf1a/Lgals9/Plcg2/Cd33/Sash3/Syk/Igf1
5xFAD	male	12 mo	BP	GO:0048534	hematopoietic or lymphoid organ development	175	0.5705409948383892	1.33661916579489	3.7885183003543106e-5	0.0014849924549135277	0.001251418646877599	462	tags=53%, list=30%, signal=42%	Ccl3/Bcl2a1d/Lilrb4a/Tnfsf8/Dcstamp/Ly9/Trem2/Tyrobp/Gimap3/Ifi204/H2-Oa/Runx3/Tlr2/Cd74/Psen1/Arl11/Bcl3/Gpr183/Lag3/Ifi207/Slamf9/Card11/Ptprc/Slamf6/Rab7b/C1qc/H2-Aa/Cd8a/Irf8/Fcer1g/Csf3r/Ptpn6/Lilrb4b/H2-Ab1/Laptm5/Il1b/Ifi206/Clec5a/App/Slamf8/Btk/Lox/Dock2/Runx1/Nlrp3/Spi1/Vav1/Hcls1/Nckap1l/Vsir/Hhex/B2m/Il1a/Cebpa/Inpp5d/Rhoh/Csf1r/Itgam/Ikzf1/Tgfb1/Tmem176a/Pld4/Cd44/Tlr9/Hlx/Selplg/Tnfrsf13b/Zc3h12a/Top2a/Tgfbr2/Fes/Lyl1/Lif/Cebpd/Ctsl/Cd28/Csf1/Mafb/Tmem176b/Lgals9/Apobec3/Itgb3/Plcg2/Rsad2/Isg15/Il1rl2/Sash3/Syk/Nfam1/Nrros/Cd109/Tgfbr1
5xFAD	male	12 mo	BP	GO:0050866	negative regulation of cell activation	56	0.6809021953970138	1.5517479871058757	3.900768671046711e-5	0.0015077554460448607	0.0012706012571772037	242	tags=54%, list=16%, signal=47%	Cst7/Lilrb4a/Gpnmb/Trem2/Tyrobp/Fcgr2b/Fgr/Gimap3/Milr1/Samsn1/Cnr2/Runx3/Cd74/Cd84/Lag3/H2-Aa/Ptpn6/Lilrb4b/Laptm5/Cd37/Lgals3/Cd86/Havcr2/Tnfaip8l2/Btk/Runx1/Spi1/Nckap1l/Cd9/Vsir
5xFAD	male	12 mo	BP	GO:0002449	lymphocyte mediated immunity	85	0.6352634940270039	1.4676018038539214	5.079400223354632e-5	0.0019364343591227312	0.001631853453155605	427	tags=64%, list=28%, signal=49%	Klrb1b/Lilrb4a/Trem2/Fcgr2b/C4b/Gimap3/Slc11a1/H2-Oa/Cd74/Bcl3/C1qa/Lag3/Ptprc/Slamf6/C1qc/H2-Aa/Cd8a/Fcer1g/Ptpn6/Lilrb4b/H2-Ob/H2-Ab1/C1qb/Il1b/Fcgr3/Csf2rb/Havcr2/Fcgr1/Btk/Nlrp3/Vav1/Nckap1l/H2-Eb1/C3/Vsir/Ctsh/B2m/Inpp5d/Il21r/H2-DMb1/Ctsc/Unc93b1/Irf7/Was/Tgfb1/H2-K1/Tap1/H2-D1/Icam1/Cd28/H2-Q4/Lgals9/Csf2rb2/Rsad2
5xFAD	male	12 mo	CC	GO:0098982	GABA-ergic synapse	15	-0.6502433851669196	-2.4453053667259548	5.1643220893684746e-5	0.0019422038344206031	0.0016367154502294398	361	tags=93%, list=23%, signal=72%	Clstn3/Erbb4/Slc6a1/Mdga2/Slc6a17/Hap1/Slc32a1/Iqsec3/Bsn/Slc6a11/Drd2/Bcan/Nrg1/Igsf9b
5xFAD	male	12 mo	BP	GO:0071706	tumor necrosis factor superfamily cytokine production	63	0.6674231941033663	1.524599807439908	5.584529040277474e-5	0.0020068529856060824	0.0016911959649489768	448	tags=73%, list=29%, signal=54%	Ccl4/Clec7a/Ccl3/Lilrb4a/Gpnmb/Trem2/Tyrobp/Tlr1/Cd14/Tlr2/Psen1/Cd84/Bcl3/Slamf9/Ptprc/Oas3/Cd300ld/Fcer1g/Ptpn6/Lilrb4b/Fcgr3/Cyba/App/Havcr2/Oas1a/Tmem106a/Ptafr/Lpl/Vsir/Trim30a/Il1a/Cx3cr1/Tlr6/Oas2/Tlr9/Zc3h12a/Pycard/Cd274/C5ar2/Tnfrsf1a/Lgals9/Plcg2/Cd33/Sash3/Syk/Igf1
5xFAD	male	12 mo	BP	GO:0042742	defense response to bacterium	72	0.6440891864744989	1.479975755356106	5.696779944767536e-5	0.0020068529856060824	0.0016911959649489768	447	tags=69%, list=29%, signal=52%	Tnfsf8/Wfdc17/Trem2/Lyz2/Fgr/Mpeg1/Slc11a1/Tlr2/Cxcl5/Bcl3/Slamf9/Naip2/Myo1f/Oas3/Irf8/Fcer1g/Il1b/Cyba/App/Havcr2/Naip6/Casp4/Naip5/Fcgr1/Oas1a/C5ar1/Ang/Slamf8/Ncf1/Nlrp3/B2m/Hck/Grn/Anxa3/Gbp3/Rnase4/Oas2/H2-K1/Tlr9/Gbp6/Gsdmd/Pycard/Tnfrsf1a/Serpine1/Lgals9/Isg15/Iigp1/Irgm1/Syk/Gbp2
5xFAD	male	12 mo	BP	GO:0006935	chemotaxis	106	0.6077155780001917	1.408358226604436	5.6406544902186505e-5	0.0020068529856060824	0.0016911959649489768	444	tags=54%, list=29%, signal=41%	Ccl4/Ccl3/Ccl6/Trem2/Cxcr3/C3ar1/Cnr2/Runx3/Cd74/Cxcl10/Cxcl5/Gpr183/Slamf9/Fcer1g/Csf3r/Itgb2/Il1b/Lgals3/Ch25h/Fcgr3/App/Ccl12/C5ar1/Slamf8/Lox/Dock2/Lsp1/Spi1/Vav1/Ptafr/Nckap1l/Rac2/Cxcl16/Cmklr1/Ccl9/Pik3cg/Cxcr6/Cx3cr1/Aif1/Rhoh/Csf1r/Bin2/Spp1/Itgam/Tgfb1/Alox5/Cxcr4/Fes/Gpsm3/C5ar2/Csf1/Serpine1/Lgals9/Itgb3/P2ry12/Ccrl2/Syk
5xFAD	male	12 mo	BP	GO:0042330	taxis	106	0.6077155780001917	1.408358226604436	5.6406544902186505e-5	0.0020068529856060824	0.0016911959649489768	444	tags=54%, list=29%, signal=41%	Ccl4/Ccl3/Ccl6/Trem2/Cxcr3/C3ar1/Cnr2/Runx3/Cd74/Cxcl10/Cxcl5/Gpr183/Slamf9/Fcer1g/Csf3r/Itgb2/Il1b/Lgals3/Ch25h/Fcgr3/App/Ccl12/C5ar1/Slamf8/Lox/Dock2/Lsp1/Spi1/Vav1/Ptafr/Nckap1l/Rac2/Cxcl16/Cmklr1/Ccl9/Pik3cg/Cxcr6/Cx3cr1/Aif1/Rhoh/Csf1r/Bin2/Spp1/Itgam/Tgfb1/Alox5/Cxcr4/Fes/Gpsm3/C5ar2/Csf1/Serpine1/Lgals9/Itgb3/P2ry12/Ccrl2/Syk
5xFAD	male	12 mo	BP	GO:0071345	cellular response to cytokine stimulus	164	0.5706272871818892	1.335018087360423	5.584529040277474e-5	0.0020068529856060824	0.0016911959649489768	453	tags=52%, list=29%, signal=41%	Ccl4/Ccl3/Il1rn/Mmp12/Ccl6/Dcstamp/Trem2/Ifi211/Ifi204/Gm5431/Tlr2/Osm/Cd74/Cxcl10/Cxcl5/Ifi207/Ptprc/Naip2/Rab7b/Oas3/Irf8/Fcer1g/Csf3r/Ptpn6/Ticam2/H2-Ab1/Capg/Laptm5/Il1b/Gm4951/Ifi206/Csf2rb/Naip6/Ccl12/Ifi209/Zbp1/Casp4/Naip5/Oas1a/Btk/Lox/Nlrc5/Lsp1/Spi1/Hcls1/Ifi213/F830016B08Rik/Il1a/Osmr/Irf5/Cebpa/Oasl2/Ccl9/Il21r/Cx3cr1/Csf1r/Spp1/Dock8/Ifit3/Irf7/Was/Gbp3/9930111J21Rik1/Sting1/Cxcr4/Oas2/Hk2/Gbp6/Icam1/Zc3h12a/Pycard/Dok1/Tnfrsf1a/Csf1/Serpine1/Csf2rb2/Isg15/Iigp1/Parp14/Irgm1/Rab20/Syk/Il10ra/Gbp2/Ifitm3
5xFAD	male	12 mo	BP	GO:0002027	regulation of heart rate	13	-0.7075549493391275	-2.504596497662944	5.871319979703052e-5	0.002017269568335012	0.0016999741279764007	156	tags=69%, list=10%, signal=63%	Tac1/Drd2/Adra1b/Scn4b/Apln/Scn5a/Adm/Agtr2/Popdc2
5xFAD	male	12 mo	BP	GO:0007162	negative regulation of cell adhesion	54	0.6740905107760278	1.534268563066658	5.809583818547603e-5	0.002017269568335012	0.0016999741279764007	242	tags=46%, list=16%, signal=40%	Il1rn/Mmp12/Lilrb4a/Gpnmb/Gimap3/Runx3/Cd74/Lag3/Ptprc/Myo1f/H2-Aa/Ptpn6/Lilrb4b/Laptm5/Cd37/Lgals3/Cd86/Havcr2/Lpxn/Tnfaip8l2/Runx1/Spi1/Nckap1l/Cd9/Vsir
5xFAD	male	12 mo	BP	GO:0031349	positive regulation of defense response	81	0.6451401378920809	1.4900113386452647	6.373604146736554e-5	0.002163139065898516	0.0018228998766276051	505	tags=77%, list=33%, signal=54%	Clec7a/Ccl3/Mmp12/Trem2/Tyrobp/Ifi211/Gimap3/Ifi204/Tlr2/Osm/Cd74/Lag3/Ifi207/Slamf6/Ctss/Fcer1g/Il1b/Ifi206/Fcgr3/Tasl/Cyba/App/Havcr2/Ifi209/Zbp1/Casp4/Fcgr1/Nlrc5/Nlrp3/Spi1/Vav1/Adora3/Lpl/C3/Trim30a/Trim30d/Cebpa/Pik3cg/Grn/Tlr6/Ctsc/Trim5/Irf7/Nlrp1b/Sting1/Tlr9/Pycard/Gpsm3/Cd28/Tnfrsf1a/Serpine1/Lgals9/Plcg2/Irgm1/Syk/H2-M3/Casp1/Trim12c/Trim12a/Parp9/Igtp/Cgas
