Study	Tissue	dir	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MSSM	STG	ora_up	BP	GO:0051090	regulation of DNA-binding transcription factor activity	20/283	358/13000	1.1292518701001566e-4	0.0028727847220207533	0.002311615250328204	FOXJ1/ADORA3/NWD1/NUPR1/TRIM22/SYK/IL18/EDA2R/LGALS9/TLR3/PRKCH/SIGIRR/TRIM38/PELI1/CLU/MAPK3/IKBKB/TRIM8/PRMT2/SAV1	20
MSSM	STG	ora_up	BP	GO:0032608	interferon-beta production	7/283	52/13000	1.2441942875887063e-4	0.0031209265101962863	0.0025112850471610106	TLR7/OAS1/IFIH1/TLR3/RNF135/TRIM38/IRF5	7
MSSM	STG	ora_up	BP	GO:0032648	regulation of interferon-beta production	7/283	52/13000	1.2441942875887063e-4	0.0031209265101962863	0.0025112850471610106	TLR7/OAS1/IFIH1/TLR3/RNF135/TRIM38/IRF5	7
MSSM	STG	ora_up	BP	GO:0043300	regulation of leukocyte degranulation	6/283	37/13000	1.3297080346337038e-4	0.0033122657779382607	0.0026652481220508888	PTAFR/ITGB2/CD84/SYK/ITGAM/LGALS9	6
MSSM	STG	ora_up	BP	GO:1904035	regulation of epithelial cell apoptotic process	8/283	70/13000	1.339142178836328e-4	0.003312760686542006	0.0026656463552589557	NUPR1/ANGPT1/ZFP36L1/YAP1/ANO6/PDCD4/IGF1R/SAV1	8
MSSM	STG	ora_up	BP	GO:0046637	regulation of alpha-beta T cell differentiation	7/283	53/13000	1.4071918753166395e-4	0.0034572583950416343	0.002781917896264042	HLA-DRA/CD86/SYK/IL18/TGFBR2/LGALS9/ITPKB	7
MSSM	STG	ora_up	BP	GO:0050866	negative regulation of cell activation	12/283	155/13000	1.46280706166863e-4	0.003569448251840392	0.0028721925979916818	FOXJ1/TREM2/CD74/CD86/SAMSN1/LAPTM5/TYROBP/CD84/SPN/LGALS9/GRN/PELI1	12
MSSM	STG	ora_up	BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	11/283	133/13000	1.5403354050500494e-4	0.0037326059819756674	0.0030034791139281567	TREM2/CD74/NPNT/ANGPT1/CSF1R/LGALS9/TGFB1/CD4/GCNT2/MAPK3/CRKL	11
MSSM	STG	ora_up	BP	GO:0052372	modulation by symbiont of entry into host	6/283	38/13000	1.5504831093235977e-4	0.0037326059819756674	0.0030034791139281567	CD74/TRIM22/LGALS9/CD4/TRIM38/TRIM8	6
MSSM	STG	ora_up	BP	GO:0002532	production of molecular mediator involved in inflammatory response	7/283	54/13000	1.5870793527530085e-4	0.003795235758883361	0.003053874796665789	TREM2/SYK/GPSM3/PBXIP1/GRN/PDCD4/SNAP23	7
MSSM	STG	ora_up	BP	GO:0010742	macrophage derived foam cell differentiation	5/283	25/13000	1.7535361079213857e-4	0.004122173005214744	0.003316948154974493	IL18/TGFB1/ABCA1/PRKCH/SOAT1	5
MSSM	STG	ora_up	BP	GO:0050870	positive regulation of T cell activation	13/283	182/13000	1.753784899961855e-4	0.004122173005214744	0.003316948154974493	HLA-DRA/CD74/CD86/SYK/IL18/TGFBR2/LGALS9/ITPKB/CD4/ACTL6A/EFNB1/BRD7/STAT5B	13
MSSM	STG	ora_up	BP	GO:0002695	negative regulation of leukocyte activation	11/283	135/13000	1.7582728458261944e-4	0.004122173005214744	0.003316948154974493	FOXJ1/CD74/CD86/SAMSN1/LAPTM5/TYROBP/CD84/SPN/LGALS9/GRN/PELI1	11
MSSM	STG	ora_up	BP	GO:0046635	positive regulation of alpha-beta T cell activation	7/283	55/13000	1.7851383000347005e-4	0.004157981222223683	0.0033457615985612774	HLA-DRA/CD86/SYK/IL18/TGFBR2/LGALS9/ITPKB	7
MSSM	STG	ora_up	BP	GO:0071605	monocyte chemotactic protein-1 production	4/283	14/13000	1.8524848006572475e-4	0.004259527551254838	0.003427471878139118	CD84/SYK/OAS1/LGALS9	4
MSSM	STG	ora_up	BP	GO:0071637	regulation of monocyte chemotactic protein-1 production	4/283	14/13000	1.8524848006572475e-4	0.004259527551254838	0.003427471878139118	CD84/SYK/OAS1/LGALS9	4
MSSM	STG	ora_up	BP	GO:0002253	activation of immune response	15/283	234/13000	1.8868873229959591e-4	0.004310996705469111	0.003468887053070681	TREM2/CFI/C3/LAPTM5/C3AR1/KLHL6/TYROBP/A2M/SYK/PRKCH/CMTM3/CLU/IKBKB/SPG21/CRKL	15
MSSM	STG	ora_up	BP	GO:0045123	cellular extravasation	7/283	56/13000	2.0027094750548318e-4	0.004546657523431444	0.0036585139111261484	ITGAL/PTAFR/SELPLG/SPN/PIK3CG/ROCK1/CRKL	7
MSSM	STG	ora_up	BP	GO:0002761	regulation of myeloid leukocyte differentiation	9/283	94/13000	2.0400939026443473e-4	0.0046024005212486	0.003703368077491427	TREM2/CD74/TYROBP/ZFP36L1/EVI2B/TLR3/TGFB1/CD4/ACIN1	9
MSSM	STG	ora_up	BP	GO:0043903	regulation of biological process involved in symbiotic interaction	6/283	40/13000	2.0785572177396333e-4	0.0046598654625200405	0.0037496078230539968	CD74/TRIM22/LGALS9/CD4/TRIM38/TRIM8	6
MSSM	STG	ora_up	BP	GO:0032735	positive regulation of interleukin-12 production	5/283	26/13000	2.132706593552973e-4	0.004722233673502787	0.0037997930341275195	LAPTM5/SYK/LGALS9/TLR3/IRF5	5
MSSM	STG	ora_up	BP	GO:0090077	foam cell differentiation	5/283	26/13000	2.132706593552973e-4	0.004722233673502787	0.0037997930341275195	IL18/TGFB1/ABCA1/PRKCH/SOAT1	5
MSSM	STG	ora_up	BP	GO:0050670	regulation of lymphocyte proliferation	12/283	162/13000	2.2146060648068185e-4	0.0048734919966024895	0.003921504571973069	FOXJ1/CD74/CD86/TYROBP/SYK/IL18/SPN/TGFBR2/LGALS9/EFNB1/PELI1/STAT5B	12
MSSM	STG	ora_up	BP	GO:0007254	JNK cascade	11/283	139/13000	2.2734042135334832e-4	0.004972378606063783	0.004001074681327864	TLR7/TPD52L1/EDA2R/TLR3/MECOM/ARHGEF6/PDCD4/HIPK3/IGF1R/DAXX/CRKL	11
MSSM	STG	ora_up	BP	GO:0032757	positive regulation of interleukin-8 production	6/283	41/13000	0.00023909136848767246	0.005174004188852768	0.004163314743542996	CD74/TLR7/SYK/LGALS9/TLR3/ZNF580	6
MSSM	STG	ora_up	BP	GO:0001906	cell killing	9/283	96/13000	2.3944373999151364e-4	0.005174004188852768	0.004163314743542996	HLA-DRA/C3/TYROBP/SYK/IL18/ITGAM/LGALS9/KIF5B/STAT5B	9
MSSM	STG	ora_up	BP	GO:0002281	macrophage activation involved in immune response	4/283	15/13000	2.483024797916268e-4	0.0053332993713327255	0.004291493221485286	TREM2/TYROBP/SYK/GRN	4
MSSM	STG	ora_up	BP	GO:0033674	positive regulation of kinase activity	21/283	410/13000	2.5393917757492987e-4	0.005421903749769484	0.004362789629764773	TREM2/CD74/CD86/ANGPT1/SYK/IL18/TPD52L1/TGFBR2/CSF1R/PIK3R5/TLR3/TGFB1/CD4/PIK3CG/IQGAP1/SASH1/CAB39L/TAB2/CLU/IGF1R/DAXX	21
MSSM	STG	ora_up	BP	GO:0032944	regulation of mononuclear cell proliferation	12/283	165/13000	2.625707570290795e-4	0.005573025476114249	0.0044843912536514235	FOXJ1/CD74/CD86/TYROBP/SYK/IL18/SPN/TGFBR2/LGALS9/EFNB1/PELI1/STAT5B	12
MSSM	STG	ora_up	BP	GO:0050792	regulation of viral process	10/283	120/13000	2.876732420539314e-4	0.006069905407337953	0.004884210710290278	CD74/TRIM22/OAS1/IFIH1/LGALS9/CD4/TRIM38/ZC3HAV1/PABPC1/TRIM8	10
MSSM	STG	ora_up	BP	GO:0042129	regulation of T cell proliferation	10/283	121/13000	3.076790993810327e-4	0.006447960156391258	0.0051884162836044875	FOXJ1/CD86/SYK/IL18/SPN/TGFBR2/LGALS9/EFNB1/PELI1/STAT5B	10
MSSM	STG	ora_up	BP	GO:0071219	cellular response to molecule of bacterial origin	11/283	144/13000	3.0918571142996834e-4	0.006447960156391258	0.0051884162836044875	TREM2/CD86/PTAFR/CASP1/IL18/TGFB1/ABCA1/SIGIRR/PDCD4/SASH1/MAPK3	11
MSSM	STG	ora_up	BP	GO:0071396	cellular response to lipid	22/283	447/13000	3.1623835168104116e-4	0.0065569188871670205	0.005276091027133647	TREM2/CD86/PTAFR/CASP1/ZFP36L1/SYK/IL18/FAM107A/MSN/TGFB1/ABCA1/YAP1/NEDD4/SIGIRR/PDCD4/SASH1/MAPK3/ACVR1/PRMT2/IGF1R/DAXX/NCOA4	22
MSSM	STG	ora_up	BP	GO:0050727	regulation of inflammatory response	15/283	246/13000	3.238342137069482e-4	0.006633711112092781	0.00533788266675228	TREM2/C3/TLR7/NUPR1/CASP1/SYK/CEBPA/IL18/GPSM3/TLR3/PIK3CG/GRN/MGST2/PDCD4/STAT5B	15
MSSM	STG	ora_up	BP	GO:0045655	regulation of monocyte differentiation	4/283	16/13000	3.2542648061154494e-4	0.006633711112092781	0.00533788266675228	CD74/ZFP36L1/CD4/ACIN1	4
MSSM	STG	ora_up	BP	GO:0050671	positive regulation of lymphocyte proliferation	9/283	100/13000	3.25725204312546e-4	0.006633711112092781	0.00533788266675228	CD74/CD86/SYK/IL18/TGFBR2/LGALS9/EFNB1/PELI1/STAT5B	9
MSSM	STG	ora_up	BP	GO:0071216	cellular response to biotic stimulus	12/283	169/13000	3.273395223976644e-4	0.006633711112092781	0.00533788266675228	TREM2/CD86/PTAFR/CASP1/SYK/IL18/TGFB1/ABCA1/SIGIRR/PDCD4/SASH1/MAPK3	12
MSSM	STG	ora_up	BP	GO:0071674	mononuclear cell migration	10/283	123/13000	3.511904946161242e-4	0.007077080360606952	0.005694644211930293	ITGAL/C3AR1/SPN/MSN/CSF1R/LGALS9/PIK3CG/ANO6/MAPK3/CRKL	10
MSSM	STG	ora_up	BP	GO:0006911	phagocytosis, engulfment	6/283	44/13000	3.554045314732533e-4	0.007082422524414219	0.005698942838009711	TREM2/C3/ITGB2/ITGAM/ABCA1/ANO6	6
MSSM	STG	ora_up	BP	GO:0061082	myeloid leukocyte cytokine production	6/283	44/13000	3.554045314732533e-4	0.007082422524414219	0.005698942838009711	CD74/LAPTM5/TLR7/SYK/TLR3/TGFB1	6
MSSM	STG	ora_up	BP	GO:0032946	positive regulation of mononuclear cell proliferation	9/283	103/13000	4.060757014235676e-4	0.008047478127106834	0.00647548457867649	CD74/CD86/SYK/IL18/TGFBR2/LGALS9/EFNB1/PELI1/STAT5B	9
MSSM	STG	ora_up	BP	GO:0043302	positive regulation of leukocyte degranulation	4/283	17/13000	4.1830864852633387e-4	0.00819930667903803	0.006597654956912324	PTAFR/ITGB2/SYK/ITGAM	4
MSSM	STG	ora_up	BP	GO:2000810	regulation of bicellular tight junction assembly	4/283	17/13000	4.1830864852633387e-4	0.00819930667903803	0.006597654956912324	PRKCH/MYO1C/ROCK1/IKBKB	4
MSSM	STG	ora_up	BP	GO:0046631	alpha-beta T cell activation	10/283	126/13000	4.2599926500501987e-4	0.008209798400351456	0.006606097226465069	HLA-DRA/CD86/SYK/IL18/SPN/TGFBR2/TCIRG1/LGALS9/ITPKB/DOCK2	10
MSSM	STG	ora_up	BP	GO:0051347	positive regulation of transferase activity	23/283	488/13000	4.2764326646561174e-4	0.008209798400351456	0.006606097226465069	TREM2/CD74/CD86/ANGPT1/SYK/IL18/TPD52L1/TGFBR2/CSF1R/PIK3R5/TLR3/TGFB1/CD4/PIK3CG/IQGAP1/HMBOX1/SASH1/CAB39L/TAB2/CLU/MAPK3/IGF1R/DAXX	23
MSSM	STG	ora_up	BP	GO:0002455	humoral immune response mediated by circulating immunoglobulin	5/283	30/13000	4.3028773327741113e-4	0.008209798400351456	0.006606097226465069	FOXJ1/TREM2/CFI/C3/CLU	5
MSSM	STG	ora_up	BP	GO:0030224	monocyte differentiation	5/283	30/13000	4.3028773327741113e-4	0.008209798400351456	0.006606097226465069	CD74/ZFP36L1/CSF1R/CD4/ACIN1	5
MSSM	STG	ora_up	BP	GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response	5/283	30/13000	4.3028773327741113e-4	0.008209798400351456	0.006606097226465069	CD74/LAPTM5/TLR7/SYK/TLR3	5
MSSM	STG	ora_up	BP	GO:0045860	positive regulation of protein kinase activity	18/283	339/13000	4.5754069862050556e-4	0.0086835898727606	0.006987338321456009	CD86/ANGPT1/SYK/IL18/TPD52L1/TGFBR2/CSF1R/PIK3R5/TLR3/TGFB1/CD4/PIK3CG/IQGAP1/SASH1/CAB39L/TAB2/CLU/DAXX	18
MSSM	STG	ora_up	BP	GO:0097529	myeloid leukocyte migration	11/283	151/13000	4.644243493592137e-4	0.008767842848165787	0.0070551333293239005	TREM2/CD74/C3AR1/ITGB2/SYK/CSF1R/PIK3CG/ANO6/SWAP70/MAPK3/STAT5B	11
MSSM	STG	ora_up	BP	GO:0071675	regulation of mononuclear cell migration	8/283	84/13000	4.757622767745592e-4	0.008934865375865676	0.007189529693666802	C3AR1/SPN/MSN/CSF1R/LGALS9/ANO6/MAPK3/CRKL	8
MSSM	STG	ora_up	BP	GO:0060759	regulation of response to cytokine stimulus	10/283	128/13000	4.828858822532836e-4	0.008984525928820139	0.0072294895593223545	TREM2/CD74/LAPTM5/CASP1/ANGPT1/SYK/OAS1/IFIH1/SIGIRR/IKBKB	10
MSSM	STG	ora_up	BP	GO:0060326	cell chemotaxis	13/283	202/13000	4.834160870538854e-4	0.008984525928820139	0.0072294895593223545	CD74/C3AR1/ITGB2/SYK/GPSM3/CSF1R/LGALS9/PIK3CG/ANO6/ZNF580/SWAP70/MAPK3/CRKL	13
MSSM	STG	ora_up	BP	GO:0002831	regulation of response to biotic stimulus	15/283	256/13000	4.934276437129087e-4	0.009123324525763934	0.007341175252635897	TREM2/TYROBP/A2M/SYK/OAS1/LGALS9/RNF135/SIGIRR/TRIM38/TRAF3IP2/GRN/SASH1/MAPK3/IKBKB/STAT5B	15
MSSM	STG	ora_up	BP	GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	5/283	31/13000	5.039986097027251e-4	0.009270989810275255	0.007459995615680823	HLA-DRA/CD86/IL18/TGFBR2/LGALS9	5
MSSM	STG	ora_up	BP	GO:0002367	cytokine production involved in immune response	8/283	85/13000	5.15463798092913e-4	0.009385627633295833	0.00755224009816066	CD74/LAPTM5/TLR7/ANGPT1/SYK/IL18/TLR3/TGFB1	8
MSSM	STG	ora_up	BP	GO:0002718	regulation of cytokine production involved in immune response	8/283	85/13000	5.15463798092913e-4	0.009385627633295833	0.00755224009816066	CD74/LAPTM5/TLR7/ANGPT1/SYK/IL18/TLR3/TGFB1	8
MSSM	STG	ora_up	BP	GO:0032727	positive regulation of interferon-alpha production	4/283	18/13000	5.286704185344813e-4	0.009529350709965752	0.007667888323837862	TLR7/IFIH1/TLR3/IRF5	4
MSSM	STG	ora_up	BP	GO:0046641	positive regulation of alpha-beta T cell proliferation	4/283	18/13000	5.286704185344813e-4	0.009529350709965752	0.007667888323837862	SYK/IL18/TGFBR2/LGALS9	4
MSSM	STG	ora_up	BP	GO:0051092	positive regulation of NF-kappaB transcription factor activity	10/283	130/13000	5.459397416440957e-4	0.009791429266386856	0.007878772482042686	TRIM22/IL18/EDA2R/LGALS9/TLR3/PRKCH/TRIM38/CLU/IKBKB/TRIM8	10
MSSM	STG	ora_up	BP	GO:0051897	positive regulation of protein kinase B signaling	8/283	86/13000	5.578070428832499e-4	0.00992563678548749	0.007986763918186054	ANGPT1/IL18/HPSE/PIK3R5/TGFB1/PIK3CG/GCNT2/IGF1R	8
MSSM	STG	ora_up	BP	GO:0002526	acute inflammatory response	7/283	66/13000	5.589569642231595e-4	0.00992563678548749	0.007986763918186054	C3/NUPR1/A2M/PIK3CG/ANO6/SIGIRR/ACVR1	7
MSSM	STG	ora_up	BP	GO:0045766	positive regulation of angiogenesis	10/283	131/13000	5.799364288493716e-4	0.01019721554060145	0.008205292507249622	C3/CYBB/C3AR1/ITGAX/SLC39A12/TGFBR2/TLR3/ITGB8/GRN/SASH1	10
MSSM	STG	ora_up	BP	GO:1904018	positive regulation of vasculature development	10/283	131/13000	5.799364288493716e-4	0.01019721554060145	0.008205292507249622	C3/CYBB/C3AR1/ITGAX/SLC39A12/TGFBR2/TLR3/ITGB8/GRN/SASH1	10
MSSM	STG	ora_up	BP	GO:0010934	macrophage cytokine production	5/283	32/13000	5.868154884538314e-4	0.01021799590817424	0.008222013639961195	CD74/LAPTM5/TLR7/TLR3/TGFB1	5
MSSM	STG	ora_up	BP	GO:0010935	regulation of macrophage cytokine production	5/283	32/13000	5.868154884538314e-4	0.01021799590817424	0.008222013639961195	CD74/LAPTM5/TLR7/TLR3/TGFB1	5
MSSM	STG	ora_up	BP	GO:0002260	lymphocyte homeostasis	6/283	49/13000	6.428718071233787e-4	0.011086447943036343	0.008920822343786966	CD74/TCIRG1/LGALS9/TRAF3IP2/RPS6/STAT5B	6
MSSM	STG	ora_up	BP	GO:0031663	lipopolysaccharide-mediated signaling pathway	6/283	49/13000	6.428718071233787e-4	0.011086447943036343	0.008920822343786966	PTAFR/IL18/TGFB1/SIGIRR/SASH1/MAPK3	6
MSSM	STG	ora_up	BP	GO:0046632	alpha-beta T cell differentiation	8/283	88/13000	6.509368485701979e-4	0.01117182045847512	0.008989518200853603	HLA-DRA/CD86/SYK/IL18/SPN/TGFBR2/LGALS9/ITPKB	8
MSSM	STG	ora_up	BP	GO:0006956	complement activation	5/283	33/13000	6.794343473021201e-4	0.011550383904136043	0.009294133102032493	TREM2/CFI/C3/A2M/CLU	5
MSSM	STG	ora_up	BP	GO:0046633	alpha-beta T cell proliferation	5/283	33/13000	6.794343473021201e-4	0.011550383904136043	0.009294133102032493	SYK/IL18/TGFBR2/LGALS9/DOCK2	5
MSSM	STG	ora_up	BP	GO:0022408	negative regulation of cell-cell adhesion	10/283	134/13000	6.925989024841937e-4	0.011718642750994353	0.009429524283076758	FOXJ1/CD74/CD86/LAPTM5/FXYD5/SPN/LGALS9/TGFB1/SWAP70/PELI1	10
MSSM	STG	ora_up	BP	GO:0030010	establishment of cell polarity	10/283	135/13000	7.339406319163186e-4	0.012359835899924107	0.009945466828339737	FOXJ1/GJA1/MSN/TCIRG1/DOCK2/PARD3/TRAF3IP2/ROCK1/IGF1R/CRKL	10
MSSM	STG	ora_up	BP	GO:0051250	negative regulation of lymphocyte activation	9/283	112/13000	7.502260704522834e-4	0.012575051003328695	0.01011864183561319	FOXJ1/CD74/CD86/SAMSN1/LAPTM5/TYROBP/SPN/LGALS9/PELI1	9
MSSM	STG	ora_up	BP	GO:0045637	regulation of myeloid cell differentiation	11/283	161/13000	7.95401276263091e-4	0.01321009304326065	0.010629634828876413	TREM2/CD74/TYROBP/ZFP36L1/EVI2B/TLR3/TGFB1/ITPKB/CD4/ACIN1/STAT5B	11
MSSM	STG	ora_up	BP	GO:0042102	positive regulation of T cell proliferation	7/283	70/13000	7.991609117333596e-4	0.01321009304326065	0.010629634828876413	CD86/SYK/IL18/TGFBR2/LGALS9/EFNB1/STAT5B	7
MSSM	STG	ora_up	BP	GO:0071621	granulocyte chemotaxis	7/283	70/13000	7.991609117333596e-4	0.01321009304326065	0.010629634828876413	CD74/C3AR1/ITGB2/SYK/CSF1R/PIK3CG/MAPK3	7
MSSM	STG	ora_up	BP	GO:0150077	regulation of neuroinflammatory response	4/283	20/13000	8.088365865925934e-4	0.013236114685397947	0.01065057340611893	TREM2/NUPR1/IL18/GRN	4
MSSM	STG	ora_up	BP	GO:1905523	positive regulation of macrophage migration	4/283	20/13000	8.088365865925934e-4	0.013236114685397947	0.01065057340611893	TREM2/C3AR1/CSF1R/MAPK3	4
MSSM	STG	ora_up	BP	GO:0031396	regulation of protein ubiquitination	12/283	187/13000	8.118051939747835e-4	0.013236114685397947	0.01065057340611893	LAPTM5/ANGPT1/FAM107A/PTTG1IP/FBXO2/SASH1/PELI1/WBP1L/RPL5/RPS20/DAXX/U2AF2	12
MSSM	STG	ora_up	BP	GO:0071222	cellular response to lipopolysaccharide	10/283	138/13000	8.703420024182276e-4	0.014126320193095848	0.011366886261637437	CD86/PTAFR/CASP1/IL18/TGFB1/ABCA1/SIGIRR/PDCD4/SASH1/MAPK3	10
MSSM	STG	ora_up	BP	GO:0099024	plasma membrane invagination	6/283	52/13000	8.863301745715894e-4	0.014321019532379691	0.011523553052040296	TREM2/C3/ITGB2/ITGAM/ABCA1/ANO6	6
MSSM	STG	ora_up	BP	GO:0043331	response to dsRNA	5/283	35/13000	8.969481451768757e-4	0.014427591913674676	0.011609307595350452	IFIH1/TLR3/RFTN2/PELI1/MAPK3	5
MSSM	STG	ora_up	BP	GO:0002702	positive regulation of production of molecular mediator of immune response	8/283	93/13000	9.394403573902965e-4	0.015043627508745508	0.01210500686073399	CD74/CD86/LAPTM5/TLR7/SYK/IL18/TLR3/TGFB1	8
MSSM	STG	ora_up	BP	GO:0010575	positive regulation of vascular endothelial growth factor production	4/283	21/13000	9.821796515087852e-4	0.015588842521955807	0.012543719629422866	C3/C3AR1/HPSE/TGFB1	4
MSSM	STG	ora_up	BP	GO:0060907	positive regulation of macrophage cytokine production	4/283	21/13000	9.821796515087852e-4	0.015588842521955807	0.012543719629422866	CD74/LAPTM5/TLR7/TLR3	4
MSSM	STG	ora_up	BP	GO:0031343	positive regulation of cell killing	5/283	36/13000	0.0010233172295042356	0.016015434501889657	0.012886981175936922	HLA-DRA/TYROBP/SYK/ITGAM/STAT5B	5
MSSM	STG	ora_up	BP	GO:0061756	leukocyte adhesion to vascular endothelial cell	5/283	36/13000	0.0010233172295042356	0.016015434501889657	0.012886981175936922	PTAFR/SELPLG/ITGB2/SPN/ROCK1	5
MSSM	STG	ora_up	BP	GO:0002221	pattern recognition receptor signaling pathway	10/283	141/13000	0.0010269166254347982	0.016015434501889657	0.012886981175936922	TREM2/TLR7/CASP1/CTSS/OAS1/SLC15A3/IFIH1/TLR3/RNF135/PELI1	10
MSSM	STG	ora_up	BP	GO:0048015	phosphatidylinositol-mediated signaling	10/283	141/13000	0.0010269166254347982	0.016015434501889657	0.012886981175936922	TREM2/PTAFR/ANGPT1/ZFP36L1/IL18/CSF1R/PIK3R5/PIK3CG/NEDD4/IGF1R	10
MSSM	STG	ora_up	BP	GO:0001553	luteinization	3/283	10/13000	0.0010935231692835137	0.01648095633705867	0.013261568023774413	A2M/SGPL1/STAT5B	3
MSSM	STG	ora_up	BP	GO:0002291	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	3/283	10/13000	0.0010935231692835137	0.01648095633705867	0.013261568023774413	ITGAL/APBB1IP/LGALS9	3
MSSM	STG	ora_up	BP	GO:0033690	positive regulation of osteoblast proliferation	3/283	10/13000	0.0010935231692835137	0.01648095633705867	0.013261568023774413	TMEM119/HPSE/IGF1R	3
MSSM	STG	ora_up	BP	GO:0045059	positive thymic T cell selection	3/283	10/13000	0.0010935231692835137	0.01648095633705867	0.013261568023774413	CD74/ITPKB/DOCK2	3
MSSM	STG	ora_up	BP	GO:0060100	positive regulation of phagocytosis, engulfment	3/283	10/13000	0.0010935231692835137	0.01648095633705867	0.013261568023774413	TREM2/C3/ANO6	3
MSSM	STG	ora_up	BP	GO:0071394	cellular response to testosterone stimulus	3/283	10/13000	0.0010935231692835137	0.01648095633705867	0.013261568023774413	MSN/IGF1R/NCOA4	3
MSSM	STG	ora_up	BP	GO:0098883	synapse pruning	3/283	10/13000	0.0010935231692835137	0.01648095633705867	0.013261568023774413	TREM2/C3/ITGAM	3
MSSM	STG	ora_up	BP	GO:1905155	positive regulation of membrane invagination	3/283	10/13000	0.0010935231692835137	0.01648095633705867	0.013261568023774413	TREM2/C3/ANO6	3
MSSM	STG	ora_up	BP	GO:0001776	leukocyte homeostasis	7/283	74/13000	0.0011144133924724951	0.016691813587656177	0.013431236440759248	CD74/TCIRG1/LGALS9/ITPKB/TRAF3IP2/RPS6/STAT5B	7
MSSM	STG	ora_up	BP	GO:0070371	ERK1 and ERK2 cascade	13/283	221/13000	0.0011168205355554734	0.016691813587656177	0.013431236440759248	TREM2/CD74/NPNT/ANGPT1/ZFP36L1/SYK/CSF1R/LGALS9/TGFB1/CD4/GCNT2/MAPK3/CRKL	13
MSSM	STG	ora_up	BP	GO:0002446	neutrophil mediated immunity	4/283	22/13000	0.001180065961073587	0.017277128989269207	0.013902216392110742	PTAFR/ITGB2/SYK/ITGAM	4
MSSM	STG	ora_up	BP	GO:0002920	regulation of humoral immune response	4/283	22/13000	0.001180065961073587	0.017277128989269207	0.013902216392110742	FOXJ1/TREM2/C3/A2M	4
MSSM	STG	ora_up	BP	GO:0032607	interferon-alpha production	4/283	22/13000	0.001180065961073587	0.017277128989269207	0.013902216392110742	TLR7/IFIH1/TLR3/IRF5	4
MSSM	STG	ora_up	BP	GO:0032647	regulation of interferon-alpha production	4/283	22/13000	0.001180065961073587	0.017277128989269207	0.013902216392110742	TLR7/IFIH1/TLR3/IRF5	4
MSSM	STG	ora_up	BP	GO:1903902	positive regulation of viral life cycle	4/283	22/13000	0.001180065961073587	0.017277128989269207	0.013902216392110742	CD74/LGALS9/CD4/TRIM38	4
MSSM	STG	ora_up	BP	GO:0032945	negative regulation of mononuclear cell proliferation	6/283	55/13000	0.0011952859818574757	0.017358262416691358	0.01396750122417728	FOXJ1/CD86/TYROBP/SPN/LGALS9/PELI1	6
MSSM	STG	ora_up	BP	GO:0050672	negative regulation of lymphocyte proliferation	6/283	55/13000	0.0011952859818574757	0.017358262416691358	0.01396750122417728	FOXJ1/CD86/TYROBP/SPN/LGALS9/PELI1	6
MSSM	STG	ora_up	BP	GO:0001959	regulation of cytokine-mediated signaling pathway	9/283	120/13000	0.0012280945645833747	0.017762803238550666	0.014293019083563724	TREM2/CD74/LAPTM5/CASP1/ANGPT1/SYK/OAS1/SIGIRR/IKBKB	9
MSSM	STG	ora_up	BP	GO:0050920	regulation of chemotaxis	11/283	170/13000	0.0012418955488308697	0.017890278448418992	0.014395593299066773	TREM2/CD74/C3AR1/GPSM3/CSF1R/LGALS9/TGFB1/ANO6/ZNF580/SWAP70/MAPK3	11
MSSM	STG	ora_up	BP	GO:0048017	inositol lipid-mediated signaling	10/283	145/13000	0.0012708567420975016	0.018234252535614955	0.01467237552350042	TREM2/PTAFR/ANGPT1/ZFP36L1/IL18/CSF1R/PIK3R5/PIK3CG/NEDD4/IGF1R	10
MSSM	STG	ora_up	BP	GO:0001909	leukocyte mediated cytotoxicity	7/283	76/13000	0.0013048719917854678	0.018639466752210447	0.014998435236764647	HLA-DRA/TYROBP/IL18/ITGAM/LGALS9/KIF5B/STAT5B	7
MSSM	STG	ora_up	BP	GO:0031341	regulation of cell killing	6/283	56/13000	0.0013146877859797166	0.018639466752210447	0.014998435236764647	HLA-DRA/TYROBP/SYK/ITGAM/LGALS9/STAT5B	6
MSSM	STG	ora_up	BP	GO:0032677	regulation of interleukin-8 production	6/283	56/13000	0.0013146877859797166	0.018639466752210447	0.014998435236764647	CD74/TLR7/SYK/LGALS9/TLR3/ZNF580	6
MSSM	STG	ora_up	BP	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	4/283	23/13000	0.0014042716265057582	0.019591988338681112	0.015764891354647224	HLA-DRA/TREM2/CD74/CTSS	4
MSSM	STG	ora_up	BP	GO:0006958	complement activation, classical pathway	4/283	23/13000	0.0014042716265057582	0.019591988338681112	0.015764891354647224	TREM2/CFI/C3/CLU	4
MSSM	STG	ora_up	BP	GO:0043368	positive T cell selection	4/283	23/13000	0.0014042716265057582	0.019591988338681112	0.015764891354647224	CD74/SPN/ITPKB/DOCK2	4
